"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,96.668852010475,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,96.5730758135712,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,96.6583427400895,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,96.7423181219224,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,96.8250587011552,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,96.9278775997341,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,97.0297263890438,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,97.130759111847,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,97.4861743033638,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units",,,97.840083323249,,
"SWE","Sweden","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units",,,98.1925253931235,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,101.103568256793,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,101.080133774883,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.995020533782,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,95.9697620636494,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,94.6442117208335,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,94.0743417902982,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,95.7946347314116,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.4967226447086,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,99.058608516344,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.9538374757288,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.7323858004958,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.5706008862297,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,98.4714041977184,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,98.4453178697545,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,98.5042617276253,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,98.6501491988356,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,98.8571816205994,,
"CHE","Switzerland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,99.0916879462633,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.0988827741988,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.0747413690446,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.0684570064953,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,99.0954828906104,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,95.573251334242,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,93.7306674291176,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,95.6987639069984,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.7079896909141,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,99.7708690061482,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.9172266935502,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,100.049964186106,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,100.175120045012,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,100.296343267987,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,100.408741390532,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,100.504160467033,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,100.577029534603,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,100.631331232212,,
"TUR","Turkey","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,100.674963893272,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.8077672962247,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.7524348691632,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.7160035656097,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,92.8689227360608,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,85.9102645983335,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,82.3928904219547,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,85.7974965851291,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,89.2024210397652,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,92.600760570896,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,92.7707275236187,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,92.9418671109652,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,93.1098649911934,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,92.6790743472548,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,92.2468938042018,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,91.8169205904981,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,93.0039709564165,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,94.1875573732409,,
"GBR","United Kingdom","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,95.3739591851042,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.709174454068,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.725410997408,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.729320591962,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,95.9369849721774,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,92.9867362808071,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,91.473539663329,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,93.2355030704876,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,94.9808802764629,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,96.7063732127962,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,96.8857182517166,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,97.0572435748544,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,97.2257692631324,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,97.5125248573675,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,97.806069841861,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,98.1092796513988,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,98.4258821783785,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,98.7454398708012,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,99.0492367812895,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,99.0446572037055,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units",,,99.0128825688963,,
"USA","United States","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units",,,98.9859187739314,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.8730288464048,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.7930297868062,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.734281655877,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,89.4442852543158,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,86.3454437466956,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,84.7585128543254,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,88.1563482185366,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,91.552233430972,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,94.9444379971445,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,94.8161051753751,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,94.688486432872,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,94.5595728710994,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,94.2442204923618,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,93.9292536962515,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,93.6169221383191,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,94.2174090941456,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,94.8168250952555,,
"G4E","Four Big European","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,95.414369853326,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.975250427889,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,101.040342617876,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,101.085730138913,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,94.5727705441454,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,92.964701568635,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,92.1729817336226,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,93.8782220232715,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,95.6016200033172,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,97.333208992201,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.0951249641663,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.8452724825611,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.565007833214,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.8446949230257,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,100.021546467039,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,100.037016110864,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,100.058049082747,,
