"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,100.077233461625,,
"BRA","Brazil","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,100.09480382544,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.4142480929592,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.3641433291377,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.3911101592756,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,96.6802900185517,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,93.972718071086,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,91.2548604132224,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,92.2356207196252,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,93.2024269412628,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,94.1574928400334,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,95.3621286903655,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,96.5627643706456,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,97.7648469499574,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,98.4125075238095,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,99.0754154583774,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,99.7221103895887,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,99.8656447803215,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,99.9689092126656,,
"CHL","Chile","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,100.08693112043,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,98.3622050891602,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.1333607196737,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,85.6511231313709,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,97.8226456816192,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,97.7907897290073,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,97.849114218602,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.9921551852691,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,98.2123633906289,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.5036311421383,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.8601563558505,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,99.2756245813674,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.7414755115786,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,100.241846467457,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,100.749423561432,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,101.221204140202,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,101.616370035779,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,101.915485460025,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,102.115478838,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,102.224190484442,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units",,,102.25670210188,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units",,,102.232798479708,,
"CHN","China (People's Republic of)","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units",,,102.17350345544,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.261626584457,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.113489484093,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.9378799412641,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.8337313686958,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,97.865911966754,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,97.3717865066104,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.6027469959894,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.8479143434206,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.0958473195109,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.3766445262921,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.625193006984,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.8084527002671,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.0405746774973,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,99.3501963198382,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,99.7176666047728,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,100.125641765331,,
"EST","Estonia","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,100.55895290557,,
