"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-4.28909485308617,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-2.42619117217188,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.05637279099613,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.65184243964422,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.325826545280289,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,3.93410852713178,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,17.6444929116685,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,63.953488372093,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,9.3466543972657,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,19.1087028640937,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,22.8234780711324,,
"PRINTO01","Industrial production, s.a.","COL","Colombia","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,20.3697766378113,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.18926064394456,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.505238017451633,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.19992000589556,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-10.1549075776061,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-27.9354070368744,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-19.1838724036891,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-9.22493717879584,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-5.1342794512593,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-3.54034213745777,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-3.37210762266469,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-1.39833044751855,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.469377035380987,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.69122725801106,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.10228784169351,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.0358282446078137,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,11.5966945376215,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,40.3995896237654,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,23.3472673441524,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,12.3072658261627,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,7.66281163370039,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,5.81865573919151,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.760657959732969,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.39967301885753,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.441281216808249,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-7.18422849961556,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-15.1976840642074,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,4.07980482298296,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,7.40047028298965,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,4.40137468185295,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.51060888014504,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.507972432152596,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.6053004192427,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.504818011369563,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.773207095447646,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.26755998688363,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-2.20082488667682,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.94000595727135,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.525948157235173,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-1.10481098296286,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.47118204675951,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.475633869554406,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-1.16249868065515,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.262222414300082,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.252676735537481,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.230701324217326,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-5.76732112579482,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-15.3859363739783,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,4.42893526529783,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,7.82566681283902,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,4.52516064800927,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.26492096867702,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.768458735526539,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.3132064152612,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.04278435264353,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.69218312726966,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.976491412763637,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.15235133823406,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.60412227951608,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.255416029645947,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.827455535810588,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.39618426330925,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.351197629899797,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-0.635855217661076,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-3.62876591879683,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-2.54645658692203,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-2.06628444637789,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-9.26632231482694,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-22.4391097565861,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-19.8595502484059,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-13.1945435010252,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-9.18926273806697,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-7.73324745321361,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-7.33820609671206,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-4.56188240538915,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-4.22504198588185,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-2.74472321069652,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-1.90401741196992,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-4.48443047702974,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,4.90520704386349,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,24.3562193832069,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,18.1615572998334,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,11.6381786793629,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,7.44031676817839,,
"PRINTO01","Industrial production, s.a.","G-7","G7","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,4.61106053322776,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.923765826697449,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.25728942689666,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.581576320105162,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-9.45692121770776,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-20.4854205903896,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,13.5927502603609,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,10.2434653427679,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,4.9056524094838,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.19236808410351,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.656569443298355,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.69398691309161,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.6318757638552,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.281141801418612,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.67086313879937,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.550678077289875,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.079297991765,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.0371414625732144,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.203730137181447,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,0.376298838488609,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.567291097221161,,
"PRINTO01","Industrial production, s.a.","OECDE","OECD - Europe","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-0.540955607242452,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.60290413577173,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-1.17193853221154,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.803059366955004,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-6.9004547368785,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-20.9542504676292,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-18.0742015902169,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-10.6200434584154,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-6.78901682965227,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-5.32579714852697,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-4.98873246537411,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-2.75092047338079,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-1.75298158793772,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.8128413413335,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.0967196020717187,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.47525428372617,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,6.23194024525125,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,25.869470257292,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,19.5338782691136,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,12.4062526570884,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,7.91757702448235,,
"PRINTO01","Industrial production, s.a.","OECD","OECD - Total","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,5.89192827530797,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-3.0622009569378,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-2.18423551756884,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-1.90114068441065,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-12.8205128205128,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-28.8867562380038,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-19.8292220113852,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-11.2391930835735,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-7.03953712632595,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-6.4423076923077,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-6.3645130183221,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-3.38491295938104,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.875486381322947,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.592300098716706,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.35658914728682,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,11.6557734204793,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,39.2712550607287,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,20.7100591715976,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,10.7142857142857,,
"PRINTO01","Industrial production, s.a.","EA19","Euro area (19 countries)","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,7.46887966804979,,
