date,meanTakeaway,medianTakeaway,meanFish,medianFish,meanPizza,medianPizza,meanSpag,medianSpag,meanRoast,medianRoast
01/12/2001,3.1857994,3.2,3.1857994,3.2,5.5982928,5.3000002,0.950073389,0.909325001,2.980123565,2.940458376
01/01/2002,3.1980741,3.25,3.1980741,3.25,5.5389843,5.145,0.957625194,0.907974982,3.168639973,3.106541701
01/02/2002,3.19682,3.2,3.19682,3.2,5.4536719,5,0.959105836,0.90894999,3.01559256,3.007666737
01/03/2002,3.1927986,3.2,3.1927986,3.2,5.4795237,5,0.972463495,0.924999965,3.01863873,3.000750057
01/04/2002,3.2083395,3.2,3.2083395,3.2,5.5232258,5,0.970193939,0.922949995,3.021258399,3.004375055
01/05/2002,3.2052433,3.2,3.2052433,3.2,5.5155115,5,0.976819906,0.922000013,3.024704367,2.991625048
01/06/2002,3.2410188,3.25,3.2410188,3.25,5.5583591,5.145,0.974014806,0.926550012,3.059851013,2.994624987
01/07/2002,3.2454789,3.25,3.2454789,3.25,5.5392189,5.145,0.974975683,0.927974973,3.022978768,3.004750066
01/08/2002,3.2789021,3.25,3.2789021,3.25,5.5551181,5,0.98479999,0.934024986,2.98839581,2.989625029
01/09/2002,3.2781227,3.25,3.2781227,3.25,5.5502362,5.23,0.976673875,0.926349992,3.002197258,2.960875034
01/10/2002,3.2801867,3.25,3.2801867,3.25,5.4848852,5,0.988286839,0.932350004,2.970340222,2.971750058
01/11/2002,3.2997744,3.3,3.2997744,3.3,5.5386362,5,1.016284633,0.97929996,3.019870438,2.972500026
01/12/2002,3.3053904,3.25,3.3053904,3.25,5.5460305,5,1.02046352,0.965824964,3.002061278,2.971125044
01/01/2003,3.3254023,3.3,3.3254023,3.3,5.6077952,5.23,1.024652182,0.956374977,3.077251643,2.988750026
01/02/2003,3.3077993,3.3,3.3077993,3.3,5.6351538,5.395,1.023905865,0.98287501,3.070193909,3.028750032
01/03/2003,3.3016031,3.25,3.3016031,3.25,5.5929008,5.29,1.033878684,0.969625002,3.069110349,3.038749993
01/04/2003,3.3165531,3.3,3.3165531,3.3,5.560236,5,1.063562854,1.012999985,3.071115807,2.991374999
01/05/2003,3.3218939,3.3,3.3218939,3.3,5.5434613,5,1.063525939,1.009624991,3.094019048,3.051874936
01/06/2003,3.3371103,3.3,3.3371103,3.3,5.525878,5,1.085354576,1.059224974,3.077889144,3.024124995
01/07/2003,3.3400753,3.3,3.3400753,3.3,5.5691042,5,1.083623068,1.042175024,3.142251343,3.124208309
01/08/2003,3.3340685,3.3,3.3340685,3.3,5.5753384,5,1.080032822,1.053100024,3.065107398,3.015125036
01/09/2003,3.3555343,3.3,3.3555343,3.3,5.586,5,1.081336837,1.048174965,3.138874188,3.063687496
01/10/2003,3.3756506,3.4000001,3.3756506,3.4000001,5.6451125,5.23,1.075593513,1.04424997,3.152398176,3.119958326
01/11/2003,3.3943181,3.4000001,3.3943181,3.4000001,5.6172056,5.2150002,1.068856174,1.042474981,3.114618592,3.053374901
01/12/2003,3.408175,3.4000001,3.408175,3.4000001,5.6351852,5.23,1.082317759,1.045775017,3.141316801,3.072291695
01/01/2004,3.4077067,3.4000001,3.4077067,3.4000001,5.6073279,5.1999998,1.072649467,1.043925008,3.21965985,3.16749993
01/02/2004,3.4230111,3.4000001,3.4230111,3.4000001,5.6599998,5.5,1.108538044,1.05704999,3.154420078,3.090312414
01/03/2004,3.4273529,3.4000001,3.4273529,3.4000001,5.658421,5.5,1.116158418,1.056574967,3.151236132,3.049499981
01/04/2004,3.4402611,3.4000001,3.4402611,3.4000001,5.6893845,5.5,1.100374775,1.060412471,3.099378541,2.981499963
01/05/2004,3.4562826,3.5,3.4562826,3.5,5.7092538,5.5,1.099461783,1.051349971,3.174482875,3.098249897
01/06/2004,3.4757693,3.5,3.4757693,3.5,5.7335339,5.5500002,1.088832861,1.033449959,3.159877628,3.057749979
01/07/2004,3.4819083,3.5,3.4819083,3.5,5.6893234,5.5,1.095649665,1.029575,3.196176916,3.087749921
01/08/2004,3.4849613,3.5,3.4849613,3.5,5.6910686,5.5,1.096919784,1.02772499,3.132279478,3.039916605
01/09/2004,3.5034587,3.5,3.5034587,3.5,5.7417164,5.4949999,1.092446996,1.020599972,3.154826008,3.06270837
01/10/2004,3.5107894,3.5,3.5107894,3.5,5.7633581,5.5250001,1.089104039,1.010949979,3.170495048,3.08258336
01/11/2004,3.5340226,3.5,3.5340226,3.5,5.8014178,5.5250001,1.073987376,1.009849971,3.187444732,3.084333278
01/12/2004,3.5427067,3.5,3.5427067,3.5,5.8353786,5.4949999,1.078376161,1.018525017,3.212306656,3.106458217
01/01/2005,3.5524905,3.5,3.5524905,3.5,5.8424811,5.8000002,1.079404281,1.01922497,3.20159059,3.13183327
01/02/2005,3.5409057,3.5,3.5409057,3.5,5.9073482,5.9899998,1.082081817,1.020875022,3.240380287,3.138833255
01/03/2005,3.5573764,3.5,3.5573764,3.5,5.9283967,5.9899998,1.090075646,1.021700028,3.290206507,3.202916622
01/04/2005,3.580827,3.5999999,3.580827,3.5999999,5.9778786,5.9899998,1.082067229,1.01384997,3.193653449,3.098541625
01/05/2005,3.5544622,3.5,3.5544622,3.5,5.7477341,5.9699998,1.036031846,0.986949982,3.087016746,3.088583253
01/06/2005,3.6046991,3.5999999,3.6046991,3.5999999,5.9672728,5.9899998,1.086957492,1.021075023,3.261964642,3.152083255
01/07/2005,3.6188345,3.5999999,3.6188345,3.5999999,5.9584961,5.9899998,1.089113981,1.017825002,3.206356078,3.11514578
01/08/2005,3.616868,3.5999999,3.616868,3.5999999,5.9066415,5.9699998,1.095853096,1.019724971,3.214210406,3.130708307
01/09/2005,3.6284328,3.5999999,3.6284328,3.5999999,5.9465413,5.9899998,1.091397678,1.017800001,3.15995764,3.097708322
01/10/2005,3.628963,3.5999999,3.628963,3.5999999,6.0019846,5.9899998,1.083432153,1.015025018,3.166515455,3.090999939
01/11/2005,3.6437078,3.5999999,3.6437078,3.5999999,5.9917164,5.9899998,1.084317662,1.017137485,3.235133789,3.142333224
01/12/2005,3.6551852,3.7,3.6551852,3.7,6.008409,5.9899998,1.084302101,1.013750013,3.329160586,3.190583259
01/01/2006,3.6757519,3.7,3.6757519,3.7,6.0539532,5.9899998,1.091316156,1.018500015,3.357165672,3.211208344
01/02/2006,3.6452713,3.7,3.6452713,3.7,6.0113282,5.9899998,1.077242266,0.990325026,3.365085579,3.214333348
01/03/2006,3.6491506,3.7,3.6491506,3.7,6.0413384,5.9899998,1.085215602,1.011099972,3.31140013,3.219333313
01/04/2006,3.6766922,3.7,3.6766922,3.7,5.9985385,5.9899998,1.086699797,1.011749971,3.237811469,3.128333397
01/05/2006,3.7216349,3.75,3.7216349,3.75,5.9203124,5.9899998,1.098051123,1.015199956,3.315029919,3.226833329
01/06/2006,3.7548449,3.75,3.7548449,3.75,6.0151906,5.9899998,1.090629948,1.008574964,3.391499773,3.310416631
01/07/2006,3.7791765,3.8,3.7791765,3.8,6.1006923,5.9899998,1.109884122,1.02602504,3.317740835,3.244416595
01/08/2006,3.7933464,3.8,3.7933464,3.8,6.118217,5.9899998,1.10981684,1.015299996,3.302871302,3.219583295
01/09/2006,3.8233852,3.8499999,3.8233852,3.8499999,6.0654263,5.9899998,1.107395107,1.013274999,3.330117449,3.255666673
01/10/2006,3.8328571,3.9000001,3.8328571,3.9000001,6.1049619,5.9899998,1.112059716,1.025550008,3.393781781,3.287833251
01/11/2006,3.8480682,3.9000001,3.8480682,3.9000001,6.0893183,5.9899998,1.116565084,1.024000019,3.463307925,3.398041651
01/12/2006,3.8689015,3.9000001,3.8689015,3.9000001,6.1115441,5.9899998,1.125263408,1.024924995,3.392493464,3.346979201
01/01/2007,3.8942521,3.95,3.8942521,3.95,6.0492368,5.9899998,1.125829369,1.027125003,3.472116277,3.434666671
01/02/2007,3.915451,3.95,3.915451,3.95,6.0276923,5.9899998,1.138849121,1.022925021,3.462329157,3.389624983
01/03/2007,3.9113901,3.95,3.9113901,3.95,6.0833836,5.9899998,1.153187729,1.026424995,3.423542403,3.361708283
01/04/2007,3.9480696,3.95,3.9480696,3.95,6.0768657,5.9899998,1.160461651,1.022474997,3.408520781,3.30445832
01/05/2007,3.9651539,4,3.9651539,4,5.9890976,5.9899998,1.165584862,1.061675012,3.442244709,3.407124937
01/06/2007,3.9767053,4,3.9767053,4,6.1232591,5.9899998,1.167308837,1.051050002,3.471604921,3.391541608
01/07/2007,4.0012841,4,4.0012841,4,6.0575361,5.9899998,1.171103187,1.083800022,3.491388008,3.386791639
01/08/2007,4.0337744,4,4.0337744,4,5.9919705,5.9499998,1.168057337,1.078525025,3.535732195,3.436749972
01/09/2007,4.0513077,4,4.0513077,4,6.0233331,5.9899998,1.161537718,1.061899984,3.511566713,3.429958344
01/10/2007,4.0651712,4,4.0651712,4,6.0934587,5.9899998,1.18749816,1.084600011,3.516015545,3.40464583
01/11/2007,4.1020913,4.0999999,4.1020913,4.0999999,6.1232576,5.9899998,1.201324958,1.104225028,3.537648998,3.509958409
01/12/2007,4.1234961,4.0999999,4.1234961,4.0999999,6.1724639,5.9899998,1.203776039,1.079975,3.587259591,3.521208361
01/01/2008,4.1344233,4.0999999,4.1344233,4.0999999,6.2457662,5.9899998,1.210551327,1.095975006,3.622045934,3.60277088
01/02/2008,4.1634512,4.1799998,4.1634512,4.1799998,6.2273684,5.9899998,1.247625332,1.137850003,3.647384495,3.610458337
01/03/2008,4.2073483,4.1999998,4.2073483,4.1999998,6.1521969,5.9899998,1.248327363,1.146975011,3.6311116,3.547999971
01/04/2008,4.2426643,4.1999998,4.2426643,4.1999998,6.2206249,5.9899998,1.264001574,1.150124986,3.806654729,3.66649998
01/05/2008,4.2424908,4.1999998,4.2424908,4.1999998,6.1482172,5.9899998,1.308113843,1.196849987,3.85535676,3.706291586
01/06/2008,4.2917309,4.3000002,4.2917309,4.3000002,6.1000767,5.9899998,1.34517163,1.261725003,4.002317362,3.884624876
01/07/2008,4.3246155,4.3249998,4.3246155,4.3249998,6.2222557,5.9899998,1.387345169,1.312374998,3.987542361,3.856229059
01/08/2008,4.3407693,4.3499999,4.3407693,4.3499999,6.2973132,5.9899998,1.381684935,1.327574996,4.011836268,3.859583206
01/09/2008,4.3885384,4.4000001,4.3885384,4.4000001,6.2927818,5.9899998,1.447739314,1.364999978,4.052077837,3.895249896
01/10/2008,4.4094162,4.4000001,4.4094162,4.4000001,6.3537402,5.9899998,1.453870639,1.353000019,4.041136101,3.985979177
01/11/2008,4.4423075,4.4000001,4.4423075,4.4000001,6.2969403,5.9899998,1.476062683,1.371199999,4.144037135,4.016666703
01/12/2008,4.4597797,4.4000001,4.4597797,4.4000001,6.4014401,5.9899998,1.478225309,1.393949954,4.140124708,3.963625148
01/01/2009,4.4443588,4.4000001,4.4443588,4.4000001,6.4826665,6.1999998,1.484672304,1.376949994,4.223060355,4.118916839
01/02/2009,4.4551182,4.4000001,4.4551182,4.4000001,6.3801527,6,1.469631471,1.400349956,4.261117376,4.057583138
01/03/2009,4.4464402,4.4250002,4.4464402,4.4250002,6.5003877,6,1.483967628,1.39899997,4.211251542,4.083333269
01/04/2009,4.4470611,4.4000001,4.4470611,4.4000001,6.3781023,5.9899998,1.471975736,1.35299997,4.173435032,4.049833246
01/05/2009,4.4586487,4.4000001,4.4586487,4.4000001,6.4691792,6,1.498727361,1.396450026,4.255673558,4.109791636
01/06/2009,4.4987259,4.5,4.4987259,4.5,6.4792538,5.9949999,1.479388554,1.393075023,4.261464782,4.11029163
01/07/2009,4.4773107,4.5,4.4773107,4.5,6.3935766,5.9899998,1.49198382,1.375149949,4.184836477,4.06766662
01/08/2009,4.4723196,4.5,4.4723196,4.5,6.4380293,5.9899998,1.475750659,1.384525025,4.136966132,4.018041849
01/09/2009,4.4723864,4.5,4.4723864,4.5,6.400147,5.9899998,1.445353843,1.341250021,4.131961986,3.984541811
01/10/2009,4.4906392,4.5,4.4906392,4.5,6.3988886,5.9899998,1.473539785,1.347774964,4.150812693,3.991916791
01/11/2009,4.498158,4.5,4.498158,4.5,6.4787407,5.9899998,1.451520983,1.324825039,4.129613817,3.968791723
01/12/2009,4.5004196,4.5,4.5004196,4.5,6.5546269,5.9949999,1.452671364,1.332374966,4.120103732,3.964916736
01/01/2010,4.5320001,4.5,4.5320001,4.5,6.7049999,6,1.421619767,1.287500028,4.327835329,4.178708278
01/02/2010,4.5559387,4.5,4.5559387,4.5,6.4414816,5.9899998,1.41909292,1.315499969,4.287665814,4.188083284
01/03/2010,4.6018462,4.5749998,4.6018462,4.5749998,6.4754286,5.9899998,1.40383845,1.310624974,4.257809795,4.153708301
01/04/2010,4.5989733,4.5999999,4.5989733,4.5999999,6.5114703,5.9949999,1.439580496,1.341375019,4.138026975,4.027458251
01/05/2010,4.6049242,4.5749998,4.6049242,4.5749998,6.4521427,5.9899998,1.443858285,1.346450012,4.200162187,4.043708242
01/06/2010,4.6235876,4.5999999,4.6235876,4.5999999,6.4371853,5.9899998,1.448816109,1.336225014,4.134799764,4.022708252
01/07/2010,4.6254025,4.5999999,4.6254025,4.5999999,6.5815148,5.9949999,1.472680148,1.366300007,4.195408449,4.03520827
01/08/2010,4.6424427,4.5999999,4.6424427,4.5999999,6.6897058,6.3249998,1.48427381,1.375199964,4.138355598,4.042833254
01/09/2010,4.6512074,4.5999999,4.6512074,4.5999999,6.6920438,6.25,1.487692822,1.373224968,4.151870601,4.055083275
01/10/2010,4.6386089,4.5999999,4.6386089,4.5999999,6.7116175,6.4000001,1.490695244,1.378125004,4.125347465,3.987833314
01/11/2010,4.6839032,4.6500001,4.6839032,4.6500001,6.7366176,6.7449999,1.483128615,1.372249994,4.220029309,4.018249966
01/12/2010,4.6821933,4.6500001,4.6821933,4.6500001,6.7097759,6.5500002,1.473267829,1.370749984,4.340275459,4.20916646
01/01/2011,4.7458687,4.6999998,4.7458687,4.6999998,6.7285185,6.6500001,1.481391013,1.385249961,4.42801109,4.245333321
01/02/2011,4.8105178,4.8000002,4.8105178,4.8000002,6.8765888,6.9899998,1.504100367,1.398999985,4.402046278,4.209708177
01/03/2011,4.837235,4.8000002,4.837235,4.8000002,6.9361653,6.9899998,1.504557649,1.401749957,4.385659598,4.200333275
01/04/2011,4.8514719,4.8000002,4.8514719,4.8000002,6.8689146,6.9899998,1.503261022,1.411400009,4.376147658,4.212958284
01/05/2011,4.8819699,4.875,4.8819699,4.875,6.9046607,6.4499998,1.508850323,1.423149975,4.495846078,4.350083426
01/06/2011,4.8610525,4.8499999,4.8610525,4.8499999,6.7872267,6.4499998,1.530533062,1.451500038,4.448060825,4.353583351
01/07/2011,4.8847694,4.9000001,4.8847694,4.9000001,7.0264063,6.5749998,1.547534496,1.456674995,4.416946732,4.270458415
01/08/2011,4.888659,4.9000001,4.888659,4.9000001,7.075985,6.5749998,1.545163833,1.480075018,4.413406678,4.245583251
01/09/2011,4.9014983,4.9000001,4.9014983,4.9000001,7.0830827,6.6999998,1.596478691,1.505325016,4.440184914,4.353583224
01/10/2011,4.9066052,4.9000001,4.9066052,4.9000001,7.1297708,6.9899998,1.591933735,1.514574988,4.375628725,4.319583431
01/11/2011,4.9181786,4.9000001,4.9181786,4.9000001,7.0653381,6.75,1.599776506,1.505199963,4.44125253,4.323291585
01/12/2011,4.9284267,4.9499998,4.9284267,4.9499998,7.07406,6.75,1.638814852,1.554199968,4.347394623,4.403624877
01/01/2012,4.934762,5,4.934762,5,7.1739259,6.75,1.609845208,1.535649987,4.481600314,4.436333381
01/02/2012,4.9807534,5,4.9807534,5,7.3640943,7.5999999,1.669978788,1.595099952,4.627630696,4.502708249
01/03/2012,4.9978323,5,4.9978323,5,7.2984376,7.1949997,1.640219672,1.585149962,4.61569865,4.413333245
01/04/2012,5.0020137,5,5.0020137,5,7.3133583,7.1949997,1.670570444,1.59507497,4.56243214,4.412333198
01/05/2012,5.0266666,5,5.0266666,5,7.302074,7,1.680904072,1.629699986,4.623998962,4.440500028
01/06/2012,5.0155969,5,5.0155969,5,7.2813334,6.9899998,1.688842185,1.617200023,4.637816198,4.444999948
01/07/2012,5.0304413,5,5.0304413,5,7.3085713,7,1.705962356,1.618650025,4.656726636,4.450166568
01/08/2012,5.0466175,5,5.0466175,5,7.3819847,7.5999999,1.675812313,1.632399941,4.596665166,4.390541643
01/09/2012,5.0636954,5,5.0636954,5,7.3161364,7.25,1.744882582,1.647200001,4.622711428,4.405416653
01/10/2012,5.0825362,5.0999999,5.0825362,5.0999999,7.3126316,7.5,1.703548377,1.6470125,4.612693749,4.42141664
01/11/2012,5.1061764,5.0999999,5.1061764,5.0999999,7.2373486,6.8699999,1.736199545,1.662749982,4.68029543,4.438166723
01/12/2012,5.1368842,5.0999999,5.1368842,5.0999999,7.2274046,6.9899998,1.741684884,1.647650009,4.690145299,4.46404165
01/01/2013,5.1605883,5.1499996,5.1605883,5.1499996,7.2306061,6.75,1.675783999,1.644650018,4.770006254,4.53200008
01/02/2013,5.1885495,5.1999998,5.1885495,5.1999998,7.635426,7.9499998,1.734156122,1.702649986,4.738683455,4.513250008
01/03/2013,5.2173333,5.1999998,5.2173333,5.1999998,7.5896268,7.625,1.735167217,1.678250035,4.735545628,4.546999991
01/04/2013,5.2435822,5.1999998,5.2435822,5.1999998,7.5594029,7.25,1.698058454,1.628949946,4.914145656,4.785749972
01/05/2013,5.268209,5.2249999,5.268209,5.2249999,7.5528789,7.25,1.712023597,1.647850012,4.888101064,4.73908338
01/06/2013,5.2960768,5.2750001,5.2960768,5.2750001,7.5363908,7,1.70400968,1.631349957,4.930363119,4.760583237
01/07/2013,5.3054075,5.3000002,5.3054075,5.3000002,7.5590978,7.5,1.739447959,1.65097495,4.92990154,4.719458356
01/08/2013,5.3237877,5.3000002,5.3237877,5.3000002,7.5487971,7,1.749860933,1.638750022,4.850405239,4.804166555
01/09/2013,5.3182092,5.3000002,5.3182092,5.3000002,7.5902939,7.7249999,1.758554446,1.644600002,4.911894828,4.749583438
01/10/2013,5.3032837,5.3000002,5.3032837,5.3000002,7.5145984,7,1.742019743,1.654500028,4.853520855,4.784416571
01/11/2013,5.3327613,5.3000002,5.3327613,5.3000002,7.5766664,7,1.775841059,1.657500012,4.876059823,4.771333262
01/12/2013,5.348815,5.3000002,5.348815,5.3000002,7.601203,7,1.736857412,1.653750008,4.87076702,4.758583292
01/01/2014,5.3679414,5.3249998,5.3679414,5.3249998,7.4305968,6.9949999,1.756981481,1.635125007,4.942874677,4.769583322
01/02/2014,5.425303,5.4000001,5.425303,5.4000001,7.5896182,6.9899998,1.768881079,1.649325008,4.913196027,4.764833376
01/03/2014,5.3954477,5.3000002,5.3954477,5.3000002,7.5872931,6.9899998,1.747533847,1.663300011,4.886034839,4.765708342
01/04/2014,5.3973331,5.3000002,5.3973331,5.3000002,7.55229,6.9899998,1.786033342,1.666800009,4.695359387,4.731333226
01/05/2014,5.4237499,5.375,5.4237499,5.375,7.5719848,7,1.744270874,1.631000007,4.877361126,4.729833312
01/06/2014,5.4219117,5.4000001,5.4219117,5.4000001,7.6269174,6.9899998,1.716029614,1.63435005,4.86848601,4.719958313
01/07/2014,5.4577446,5.4000001,5.4577446,5.4000001,7.7032061,6.9899998,1.722872749,1.632312525,4.801339321,4.732958324
01/08/2014,5.4501505,5.4000001,5.4501505,5.4000001,7.6292186,6.9899998,1.707661007,1.649362523,4.88434457,4.712708376
01/09/2014,5.4603648,5.4000001,5.4603648,5.4000001,7.6257572,6.9899998,1.725812498,1.644000012,4.879080206,4.718958326
01/10/2014,5.4446325,5.395,5.4446325,5.395,7.7044959,7,1.690737907,1.650499929,4.80382815,4.721958272
01/11/2014,5.4662042,5.4000001,5.4662042,5.4000001,7.8167439,7.25,1.729352484,1.667300005,4.864883296,4.760708295
01/12/2014,5.4564443,5.3899999,5.4564443,5.3899999,7.8573847,7.25,1.712739455,1.642299999,4.769690976,4.684041493
01/01/2015,5.4802208,5.4000001,5.4802208,5.4000001,7.7060466,7.25,1.679083046,1.598600004,4.918457046,4.829791762
01/02/2015,5.5297036,5.5,5.5297036,5.5,7.7808728,7.5749998,1.681212004,1.6144999,4.855093434,4.659166627
01/03/2015,5.5489631,5.5,5.5489631,5.5,7.8232059,7.6500001,1.699644303,1.601500023,4.743206374,4.632333286
01/04/2015,5.526288,5.5,5.526288,5.5,7.8608208,7.5749998,1.6846679,1.601200018,4.758831978,4.632708274
01/05/2015,5.5679259,5.5,5.5679259,5.5,7.8022385,7.4949999,1.696027391,1.592200015,4.737034075,4.645708285
01/06/2015,5.5874453,5.5,5.5874453,5.5,7.9385924,7.9499998,1.648806255,1.57930002,4.761861414,4.621208258
01/07/2015,5.593926,5.5,5.593926,5.5,7.9667163,7.8499999,1.644925812,1.526225006,4.693163663,4.643208288
01/08/2015,5.5935555,5.5,5.5935555,5.5,8.0100002,7.9499998,1.666811474,1.524975007,4.680744953,4.650458261
01/09/2015,5.6184964,5.5,5.6184964,5.5,8.0274267,7.8499999,1.64770139,1.549974998,4.653198756,4.633333266
01/10/2015,5.6566176,5.5749998,5.6566176,5.5749998,7.9614072,7.75,1.633545499,1.549974998,4.725212939,4.618958287
01/11/2015,5.6642857,5.5500002,5.6642857,5.5500002,7.9384441,7.75,1.660409406,1.546600003,4.720521457,4.619833313
01/12/2015,5.6898499,5.5999999,5.6898499,5.5999999,7.8776865,7.6500001,1.662762294,1.550349999,4.576597594,4.580583267
01/01/2016,5.6962962,5.5999999,5.6962962,5.5999999,8.0520449,7.79,1.589168021,1.522975007,4.759588599,4.589333311
01/02/2016,5.7152801,5.6999998,5.7152801,5.6999998,7.9068937,7.6500001,1.617530458,1.520400021,4.667723335,4.536208309
01/03/2016,5.6858592,5.5999999,5.6858592,5.5999999,7.9492593,7.79,1.565696463,1.479674974,4.656352721,4.491833307
01/04/2016,5.6886153,5.6499996,5.6886153,5.6499996,7.9488807,7.6500001,1.563242501,1.47487496,4.687209487,4.503083371
01/05/2016,5.6978626,5.6999998,5.6978626,5.6999998,7.8514814,7.6500001,1.576897681,1.425499994,4.712278962,4.517208382
01/06/2016,5.7100763,5.6999998,5.7100763,5.6999998,7.9861193,7.6500001,1.535799887,1.419275021,4.651049063,4.554583363
01/07/2016,5.7532306,5.6999998,5.7532306,5.6999998,8.0466661,7.7200003,1.532975696,1.421250019,4.533959754,4.534833215
01/08/2016,5.722713,5.6999998,5.722713,5.6999998,8.1155558,7.79,1.547670644,1.439125014,4.630905509,4.525458299
01/09/2016,5.7569923,5.6999998,5.7569923,5.6999998,8.129179,7.79,1.551586391,1.399950021,4.529889405,4.523083247
01/10/2016,5.7645111,5.6999998,5.7645111,5.6999998,8.179924,7.9499998,1.519232677,1.415625002,4.696383461,4.516958348
01/11/2016,5.7813177,5.6999998,5.7813177,5.6999998,8.2012682,7.8699999,1.522042042,1.42625002,4.735732615,4.541208334
01/12/2016,5.788106,5.8000002,5.788106,5.8000002,8.2527609,7.8699999,1.529363647,1.391000062,4.760898352,4.552083373
01/01/2017,5.8030953,5.8000002,5.8030953,5.8000002,8.2097034,7.6500001,1.534848412,1.40962502,4.710361749,4.543208405
01/02/2017,5.7633595,5.8000002,5.7633595,5.8000002,8.1988802,7.8699999,1.543257851,1.454624947,4.676724769,4.511291668
01/03/2017,5.7887969,5.8000002,5.7887969,5.8000002,8.2288237,7.9499998,1.534843959,1.444324952,4.451738924,4.299416691
01/04/2017,5.8198509,5.8000002,5.8198509,5.8000002,8.2754812,7.9899998,1.517753104,1.454274949,4.353530817,4.278791666
01/05/2017,5.8537593,5.8000002,5.8537593,5.8000002,8.2430372,7.9499998,1.526640283,1.455874946,4.534104459,4.331354208
01/06/2017,5.8645988,5.8000002,5.8645988,5.8000002,8.2183819,7.9499998,1.519493364,1.470574941,4.541501172,4.41354169
01/07/2017,5.8917909,5.8249998,5.8917909,5.8249998,8.1768379,7.9499998,1.5416735,1.474724995,4.380559504,4.315416604
01/08/2017,5.886466,5.8000002,5.886466,5.8000002,8.3158331,7.9699998,1.542585373,1.469624948,4.454044297,4.327791691
01/09/2017,5.9281483,5.8499999,5.9281483,5.8499999,8.3867912,7.9899998,1.536746327,1.469324943,4.397308908,4.295624927
01/10/2017,5.9551854,5.9000001,5.9551854,5.9000001,8.2831059,7.9899998,1.552401746,1.435324963,4.529784843,4.377499953
01/11/2017,5.9759398,6,5.9759398,6,8.2832832,7.9899998,1.541915869,1.435324963,4.579559393,4.368291683
01/12/2017,6.0515623,6,6.0515623,6,8.2528143,8.25,1.553610334,1.436274987,4.77870065,4.583541662
01/01/2018,6.0205226,6,6.0205226,6,8.3158331,8.25,1.531937866,1.435924958,4.616296887,4.471291661
01/02/2018,6.0316153,6.0500002,6.0316153,6.0500002,8.1090403,7.9899998,1.512379827,1.368474981,4.560511537,4.45829165
01/03/2018,6.0299244,6,6.0299244,6,8.095789,7.9499998,1.486486927,1.417174956,4.459058523,4.31310416
