areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E92000001,England,nation,2021-05-01,16_17,1362878.0,11961.0,530.0,63552.0,299.0,11961.0,530.0,4.7,0.9,0.9
E92000001,England,nation,2021-05-01,18_24,5347222.0,290950.0,7454.0,828518.0,1506.0,290950.0,7454.0,15.5,5.4,5.4
E92000001,England,nation,2021-05-01,25_29,4508951.0,336233.0,7077.0,866228.0,1432.0,336233.0,7077.0,19.2,7.5,7.5
E92000001,England,nation,2021-05-01,30_34,4795390.0,387174.0,8620.0,1085129.0,3851.0,387174.0,8620.0,22.6,8.1,8.1
E92000001,England,nation,2021-05-01,35_39,4540923.0,412670.0,10176.0,1240695.0,7209.0,412670.0,10176.0,27.3,9.1,9.1
E92000001,England,nation,2021-05-01,40_44,4146831.0,460034.0,12196.0,1848006.0,70994.0,460034.0,12196.0,44.6,11.1,11.1
E92000001,England,nation,2021-05-01,45_49,4015713.0,547543.0,15412.0,2772645.0,32667.0,547543.0,15412.0,69.0,13.6,13.6
E92000001,England,nation,2021-05-01,50_54,4235812.0,699313.0,23451.0,3509125.0,2177.0,699313.0,23451.0,82.8,16.5,16.5
E92000001,England,nation,2021-05-01,55_59,4082028.0,793189.0,29391.0,3504598.0,1433.0,793189.0,29391.0,85.9,19.4,19.4
E92000001,England,nation,2021-05-01,60_64,3451652.0,807196.0,37044.0,3047972.0,746.0,807196.0,37044.0,88.3,23.4,23.4
E92000001,England,nation,2021-05-01,65_69,2886997.0,1383679.0,102786.0,2634549.0,470.0,1383679.0,102786.0,91.3,47.9,47.9
E92000001,England,nation,2021-05-01,70_74,2861653.0,2387660.0,64482.0,2687954.0,252.0,2387660.0,64482.0,93.9,83.4,83.4
E92000001,England,nation,2021-05-01,75_79,2062779.0,1851290.0,10395.0,1960910.0,120.0,1851290.0,10395.0,95.1,89.7,89.7
E92000001,England,nation,2021-05-01,80_84,1417462.0,1285426.0,2549.0,1349772.0,58.0,1285426.0,2549.0,95.2,90.7,90.7
E92000001,England,nation,2021-05-01,85_89,846853.0,761099.0,1582.0,806598.0,40.0,761099.0,1582.0,95.2,89.9,89.9
E92000001,England,nation,2021-05-01,90+,461842.0,401145.0,911.0,432234.0,9.0,401145.0,911.0,93.6,86.9,86.9
E92000001,England,nation,2021-04-30,12_15,2853951.0,116.0,4.0,730.0,34.0,116.0,4.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-30,16_17,1362878.0,11431.0,523.0,63253.0,329.0,11431.0,523.0,4.6,0.8,0.8
E92000001,England,nation,2021-04-30,18_24,5347222.0,283496.0,7277.0,827012.0,2335.0,283496.0,7277.0,15.5,5.3,5.3
E92000001,England,nation,2021-04-30,25_29,4508951.0,329156.0,7451.0,864796.0,2080.0,329156.0,7451.0,19.2,7.3,7.3
E92000001,England,nation,2021-04-30,30_34,4795390.0,378554.0,9162.0,1081278.0,4327.0,378554.0,9162.0,22.5,7.9,7.9
E92000001,England,nation,2021-04-30,35_39,4540923.0,402494.0,11079.0,1233486.0,6801.0,402494.0,11079.0,27.2,8.9,8.9
E92000001,England,nation,2021-04-30,40_44,4146831.0,447838.0,12851.0,1777012.0,60822.0,447838.0,12851.0,42.9,10.8,10.8
E92000001,England,nation,2021-04-30,45_49,4015713.0,532131.0,16519.0,2739978.0,32450.0,532131.0,16519.0,68.2,13.3,13.3
E92000001,England,nation,2021-04-30,50_54,4235812.0,675862.0,25130.0,3506948.0,2451.0,675862.0,25130.0,82.8,16.0,16.0
E92000001,England,nation,2021-04-30,55_59,4082028.0,763798.0,32500.0,3503165.0,1531.0,763798.0,32500.0,85.8,18.7,18.7
E92000001,England,nation,2021-04-30,60_64,3451652.0,770152.0,39616.0,3047226.0,887.0,770152.0,39616.0,88.3,22.3,22.3
E92000001,England,nation,2021-04-30,65_69,2886997.0,1280893.0,96717.0,2634079.0,610.0,1280893.0,96717.0,91.2,44.4,44.4
E92000001,England,nation,2021-04-30,70_74,2861653.0,2323178.0,75356.0,2687702.0,378.0,2323178.0,75356.0,93.9,81.2,81.2
E92000001,England,nation,2021-04-30,75_79,2062779.0,1840895.0,14078.0,1960790.0,199.0,1840895.0,14078.0,95.1,89.2,89.2
E92000001,England,nation,2021-04-30,80_84,1417462.0,1282877.0,3866.0,1349714.0,111.0,1282877.0,3866.0,95.2,90.5,90.5
E92000001,England,nation,2021-04-30,85_89,846853.0,759517.0,2720.0,806558.0,81.0,759517.0,2720.0,95.2,89.7,89.7
E92000001,England,nation,2021-04-30,90+,461842.0,400234.0,2155.0,432225.0,62.0,400234.0,2155.0,93.6,86.7,86.7
E92000001,England,nation,2021-04-29,12_15,2853951.0,112.0,4.0,696.0,20.0,112.0,4.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-29,16_17,1362878.0,10908.0,542.0,62924.0,328.0,10908.0,542.0,4.6,0.8,0.8
E92000001,England,nation,2021-04-29,18_24,5347222.0,276219.0,6992.0,824677.0,2072.0,276219.0,6992.0,15.4,5.2,5.2
E92000001,England,nation,2021-04-29,25_29,4508951.0,321705.0,7368.0,862716.0,2006.0,321705.0,7368.0,19.1,7.1,7.1
E92000001,England,nation,2021-04-29,30_34,4795390.0,369392.0,9039.0,1076951.0,6252.0,369392.0,9039.0,22.5,7.7,7.7
E92000001,England,nation,2021-04-29,35_39,4540923.0,391415.0,10843.0,1226685.0,7699.0,391415.0,10843.0,27.0,8.6,8.6
E92000001,England,nation,2021-04-29,40_44,4146831.0,434987.0,12790.0,1716190.0,58429.0,434987.0,12790.0,41.4,10.5,10.5
E92000001,England,nation,2021-04-29,45_49,4015713.0,515612.0,16219.0,2707528.0,28898.0,515612.0,16219.0,67.4,12.8,12.8
E92000001,England,nation,2021-04-29,50_54,4235812.0,650732.0,24625.0,3504497.0,2201.0,650732.0,24625.0,82.7,15.4,15.4
E92000001,England,nation,2021-04-29,55_59,4082028.0,731298.0,32534.0,3501634.0,1558.0,731298.0,32534.0,85.8,17.9,17.9
E92000001,England,nation,2021-04-29,60_64,3451652.0,730536.0,43127.0,3046339.0,890.0,730536.0,43127.0,88.3,21.2,21.2
E92000001,England,nation,2021-04-29,65_69,2886997.0,1184176.0,114466.0,2633469.0,671.0,1184176.0,114466.0,91.2,41.0,41.0
E92000001,England,nation,2021-04-29,70_74,2861653.0,2247822.0,89784.0,2687324.0,420.0,2247822.0,89784.0,93.9,78.5,78.5
E92000001,England,nation,2021-04-29,75_79,2062779.0,1826817.0,17237.0,1960591.0,209.0,1826817.0,17237.0,95.0,88.6,88.6
E92000001,England,nation,2021-04-29,80_84,1417462.0,1279011.0,4715.0,1349603.0,136.0,1279011.0,4715.0,95.2,90.2,90.2
E92000001,England,nation,2021-04-29,85_89,846853.0,756797.0,3475.0,806477.0,92.0,756797.0,3475.0,95.2,89.4,89.4
E92000001,England,nation,2021-04-29,90+,461842.0,398079.0,2773.0,432163.0,84.0,398079.0,2773.0,93.6,86.2,86.2
E92000001,England,nation,2021-04-28,12_15,2853951.0,108.0,2.0,676.0,27.0,108.0,2.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-28,16_17,1362878.0,10366.0,598.0,62596.0,375.0,10366.0,598.0,4.6,0.8,0.8
E92000001,England,nation,2021-04-28,18_24,5347222.0,269227.0,6765.0,822605.0,2184.0,269227.0,6765.0,15.4,5.0,5.0
E92000001,England,nation,2021-04-28,25_29,4508951.0,314337.0,7056.0,860710.0,2163.0,314337.0,7056.0,19.1,7.0,7.0
E92000001,England,nation,2021-04-28,30_34,4795390.0,360353.0,8520.0,1070699.0,4372.0,360353.0,8520.0,22.3,7.5,7.5
E92000001,England,nation,2021-04-28,35_39,4540923.0,380572.0,9847.0,1218986.0,5377.0,380572.0,9847.0,26.8,8.4,8.4
E92000001,England,nation,2021-04-28,40_44,4146831.0,422197.0,11969.0,1657761.0,53825.0,422197.0,11969.0,40.0,10.2,10.2
E92000001,England,nation,2021-04-28,45_49,4015713.0,499393.0,15301.0,2678630.0,28944.0,499393.0,15301.0,66.7,12.4,12.4
E92000001,England,nation,2021-04-28,50_54,4235812.0,626107.0,22493.0,3502296.0,2065.0,626107.0,22493.0,82.7,14.8,14.8
E92000001,England,nation,2021-04-28,55_59,4082028.0,698764.0,29429.0,3500076.0,1357.0,698764.0,29429.0,85.7,17.1,17.1
E92000001,England,nation,2021-04-28,60_64,3451652.0,687409.0,39791.0,3045449.0,716.0,687409.0,39791.0,88.2,19.9,19.9
E92000001,England,nation,2021-04-28,65_69,2886997.0,1069710.0,111773.0,2632798.0,593.0,1069710.0,111773.0,91.2,37.1,37.1
E92000001,England,nation,2021-04-28,70_74,2861653.0,2158038.0,92972.0,2686904.0,357.0,2158038.0,92972.0,93.9,75.4,75.4
E92000001,England,nation,2021-04-28,75_79,2062779.0,1809580.0,18967.0,1960382.0,199.0,1809580.0,18967.0,95.0,87.7,87.7
E92000001,England,nation,2021-04-28,80_84,1417462.0,1274296.0,5493.0,1349467.0,129.0,1274296.0,5493.0,95.2,89.9,89.9
E92000001,England,nation,2021-04-28,85_89,846853.0,753322.0,3851.0,806385.0,93.0,753322.0,3851.0,95.2,89.0,89.0
E92000001,England,nation,2021-04-28,90+,461842.0,395306.0,2973.0,432079.0,59.0,395306.0,2973.0,93.6,85.6,85.6
E92000001,England,nation,2021-04-27,12_15,2853951.0,106.0,4.0,649.0,6.0,106.0,4.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-27,16_17,1362878.0,9768.0,408.0,62221.0,192.0,9768.0,408.0,4.6,0.7,0.7
E92000001,England,nation,2021-04-27,18_24,5347222.0,262462.0,5605.0,820421.0,1613.0,262462.0,5605.0,15.3,4.9,4.9
E92000001,England,nation,2021-04-27,25_29,4508951.0,307281.0,5774.0,858547.0,1664.0,307281.0,5774.0,19.0,6.8,6.8
E92000001,England,nation,2021-04-27,30_34,4795390.0,351833.0,7022.0,1066327.0,3116.0,351833.0,7022.0,22.2,7.3,7.3
E92000001,England,nation,2021-04-27,35_39,4540923.0,370725.0,8307.0,1213609.0,4285.0,370725.0,8307.0,26.7,8.2,8.2
E92000001,England,nation,2021-04-27,40_44,4146831.0,410228.0,9680.0,1603936.0,38809.0,410228.0,9680.0,38.7,9.9,9.9
E92000001,England,nation,2021-04-27,45_49,4015713.0,484092.0,12101.0,2649686.0,29910.0,484092.0,12101.0,66.0,12.1,12.1
E92000001,England,nation,2021-04-27,50_54,4235812.0,603614.0,18215.0,3500231.0,1784.0,603614.0,18215.0,82.6,14.3,14.3
E92000001,England,nation,2021-04-27,55_59,4082028.0,669335.0,22599.0,3498719.0,1281.0,669335.0,22599.0,85.7,16.4,16.4
E92000001,England,nation,2021-04-27,60_64,3451652.0,647618.0,28997.0,3044733.0,711.0,647618.0,28997.0,88.2,18.8,18.8
E92000001,England,nation,2021-04-27,65_69,2886997.0,957937.0,79081.0,2632205.0,505.0,957937.0,79081.0,91.2,33.2,33.2
E92000001,England,nation,2021-04-27,70_74,2861653.0,2065066.0,83057.0,2686547.0,288.0,2065066.0,83057.0,93.9,72.2,72.2
E92000001,England,nation,2021-04-27,75_79,2062779.0,1790613.0,15978.0,1960183.0,162.0,1790613.0,15978.0,95.0,86.8,86.8
E92000001,England,nation,2021-04-27,80_84,1417462.0,1268803.0,4472.0,1349338.0,111.0,1268803.0,4472.0,95.2,89.5,89.5
E92000001,England,nation,2021-04-27,85_89,846853.0,749471.0,3253.0,806292.0,93.0,749471.0,3253.0,95.2,88.5,88.5
E92000001,England,nation,2021-04-27,90+,461842.0,392333.0,2646.0,432020.0,50.0,392333.0,2646.0,93.5,84.9,84.9
E92000001,England,nation,2021-04-26,12_15,2853951.0,102.0,5.0,643.0,3.0,102.0,5.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-26,16_17,1362878.0,9360.0,230.0,62029.0,158.0,9360.0,230.0,4.6,0.7,0.7
E92000001,England,nation,2021-04-26,18_24,5347222.0,256857.0,4516.0,818808.0,1360.0,256857.0,4516.0,15.3,4.8,4.8
E92000001,England,nation,2021-04-26,25_29,4508951.0,301507.0,4781.0,856883.0,1318.0,301507.0,4781.0,19.0,6.7,6.7
E92000001,England,nation,2021-04-26,30_34,4795390.0,344811.0,5541.0,1063211.0,2378.0,344811.0,5541.0,22.2,7.2,7.2
E92000001,England,nation,2021-04-26,35_39,4540923.0,362418.0,6159.0,1209324.0,3668.0,362418.0,6159.0,26.6,8.0,8.0
E92000001,England,nation,2021-04-26,40_44,4146831.0,400548.0,7213.0,1565127.0,15665.0,400548.0,7213.0,37.7,9.7,9.7
E92000001,England,nation,2021-04-26,45_49,4015713.0,471991.0,9187.0,2619776.0,33762.0,471991.0,9187.0,65.2,11.8,11.8
E92000001,England,nation,2021-04-26,50_54,4235812.0,585399.0,13023.0,3498447.0,1606.0,585399.0,13023.0,82.6,13.8,13.8
E92000001,England,nation,2021-04-26,55_59,4082028.0,646736.0,16559.0,3497438.0,1073.0,646736.0,16559.0,85.7,15.8,15.8
E92000001,England,nation,2021-04-26,60_64,3451652.0,618621.0,19510.0,3044022.0,539.0,618621.0,19510.0,88.2,17.9,17.9
E92000001,England,nation,2021-04-26,65_69,2886997.0,878856.0,43047.0,2631700.0,389.0,878856.0,43047.0,91.2,30.4,30.4
E92000001,England,nation,2021-04-26,70_74,2861653.0,1982009.0,80354.0,2686259.0,261.0,1982009.0,80354.0,93.9,69.3,69.3
E92000001,England,nation,2021-04-26,75_79,2062779.0,1774635.0,16780.0,1960021.0,145.0,1774635.0,16780.0,95.0,86.0,86.0
E92000001,England,nation,2021-04-26,80_84,1417462.0,1264331.0,3898.0,1349227.0,85.0,1264331.0,3898.0,95.2,89.2,89.2
E92000001,England,nation,2021-04-26,85_89,846853.0,746218.0,2896.0,806199.0,70.0,746218.0,2896.0,95.2,88.1,88.1
E92000001,England,nation,2021-04-26,90+,461842.0,389687.0,2250.0,431970.0,49.0,389687.0,2250.0,93.5,84.4,84.4
E92000001,England,nation,2021-04-25,12_15,2853951.0,97.0,2.0,640.0,11.0,97.0,2.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-25,16_17,1362878.0,9130.0,262.0,61871.0,232.0,9130.0,262.0,4.5,0.7,0.7
E92000001,England,nation,2021-04-25,18_24,5347222.0,252341.0,3782.0,817448.0,1178.0,252341.0,3782.0,15.3,4.7,4.7
E92000001,England,nation,2021-04-25,25_29,4508951.0,296726.0,3880.0,855565.0,1121.0,296726.0,3880.0,19.0,6.6,6.6
E92000001,England,nation,2021-04-25,30_34,4795390.0,339270.0,4712.0,1060833.0,2626.0,339270.0,4712.0,22.1,7.1,7.1
E92000001,England,nation,2021-04-25,35_39,4540923.0,356259.0,5232.0,1205656.0,3779.0,356259.0,5232.0,26.6,7.8,7.8
E92000001,England,nation,2021-04-25,40_44,4146831.0,393335.0,6214.0,1549462.0,13203.0,393335.0,6214.0,37.4,9.5,9.5
E92000001,England,nation,2021-04-25,45_49,4015713.0,462804.0,8170.0,2586014.0,36174.0,462804.0,8170.0,64.4,11.5,11.5
E92000001,England,nation,2021-04-25,50_54,4235812.0,572376.0,11223.0,3496841.0,1452.0,572376.0,11223.0,82.6,13.5,13.5
E92000001,England,nation,2021-04-25,55_59,4082028.0,630177.0,15463.0,3496365.0,912.0,630177.0,15463.0,85.7,15.4,15.4
E92000001,England,nation,2021-04-25,60_64,3451652.0,599111.0,18578.0,3043483.0,486.0,599111.0,18578.0,88.2,17.4,17.4
E92000001,England,nation,2021-04-25,65_69,2886997.0,835809.0,37602.0,2631311.0,270.0,835809.0,37602.0,91.1,29.0,29.0
E92000001,England,nation,2021-04-25,70_74,2861653.0,1901655.0,80409.0,2685998.0,210.0,1901655.0,80409.0,93.9,66.5,66.5
E92000001,England,nation,2021-04-25,75_79,2062779.0,1757855.0,21332.0,1959876.0,77.0,1757855.0,21332.0,95.0,85.2,85.2
E92000001,England,nation,2021-04-25,80_84,1417462.0,1260433.0,3237.0,1349142.0,44.0,1260433.0,3237.0,95.2,88.9,88.9
E92000001,England,nation,2021-04-25,85_89,846853.0,743322.0,1931.0,806129.0,22.0,743322.0,1931.0,95.2,87.8,87.8
E92000001,England,nation,2021-04-25,90+,461842.0,387437.0,1083.0,431921.0,14.0,387437.0,1083.0,93.5,83.9,83.9
E92000001,England,nation,2021-04-24,12_15,2853951.0,95.0,5.0,629.0,26.0,95.0,5.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-24,16_17,1362878.0,8868.0,611.0,61639.0,578.0,8868.0,611.0,4.5,0.7,0.7
E92000001,England,nation,2021-04-24,18_24,5347222.0,248559.0,7669.0,816270.0,2332.0,248559.0,7669.0,15.3,4.6,4.6
E92000001,England,nation,2021-04-24,25_29,4508951.0,292846.0,7483.0,854444.0,2044.0,292846.0,7483.0,18.9,6.5,6.5
E92000001,England,nation,2021-04-24,30_34,4795390.0,334558.0,8866.0,1058207.0,6130.0,334558.0,8866.0,22.1,7.0,7.0
E92000001,England,nation,2021-04-24,35_39,4540923.0,351027.0,10457.0,1201877.0,7288.0,351027.0,10457.0,26.5,7.7,7.7
E92000001,England,nation,2021-04-24,40_44,4146831.0,387121.0,12340.0,1536259.0,26067.0,387121.0,12340.0,37.0,9.3,9.3
E92000001,England,nation,2021-04-24,45_49,4015713.0,454634.0,16200.0,2549840.0,74174.0,454634.0,16200.0,63.5,11.3,11.3
E92000001,England,nation,2021-04-24,50_54,4235812.0,561153.0,23531.0,3495389.0,3070.0,561153.0,23531.0,82.5,13.2,13.2
E92000001,England,nation,2021-04-24,55_59,4082028.0,614714.0,30013.0,3495453.0,1969.0,614714.0,30013.0,85.6,15.1,15.1
E92000001,England,nation,2021-04-24,60_64,3451652.0,580533.0,37786.0,3042997.0,1043.0,580533.0,37786.0,88.2,16.8,16.8
E92000001,England,nation,2021-04-24,65_69,2886997.0,798207.0,95494.0,2631041.0,629.0,798207.0,95494.0,91.1,27.6,27.6
E92000001,England,nation,2021-04-24,70_74,2861653.0,1821246.0,180280.0,2685788.0,498.0,1821246.0,180280.0,93.9,63.6,63.6
E92000001,England,nation,2021-04-24,75_79,2062779.0,1736523.0,45596.0,1959799.0,223.0,1736523.0,45596.0,95.0,84.2,84.2
E92000001,England,nation,2021-04-24,80_84,1417462.0,1257196.0,7617.0,1349098.0,113.0,1257196.0,7617.0,95.2,88.7,88.7
E92000001,England,nation,2021-04-24,85_89,846853.0,741391.0,4190.0,806107.0,49.0,741391.0,4190.0,95.2,87.5,87.5
E92000001,England,nation,2021-04-24,90+,461842.0,386354.0,2421.0,431907.0,29.0,386354.0,2421.0,93.5,83.7,83.7
E92000001,England,nation,2021-04-23,12_15,2853951.0,90.0,4.0,603.0,16.0,90.0,4.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-23,16_17,1362878.0,8257.0,439.0,61061.0,441.0,8257.0,439.0,4.5,0.6,0.6
E92000001,England,nation,2021-04-23,18_24,5347222.0,240890.0,6751.0,813938.0,2196.0,240890.0,6751.0,15.2,4.5,4.5
E92000001,England,nation,2021-04-23,25_29,4508951.0,285363.0,7184.0,852400.0,2209.0,285363.0,7184.0,18.9,6.3,6.3
E92000001,England,nation,2021-04-23,30_34,4795390.0,325692.0,8476.0,1052077.0,5887.0,325692.0,8476.0,21.9,6.8,6.8
E92000001,England,nation,2021-04-23,35_39,4540923.0,340570.0,9695.0,1194589.0,8215.0,340570.0,9695.0,26.3,7.5,7.5
E92000001,England,nation,2021-04-23,40_44,4146831.0,374781.0,11068.0,1510192.0,18733.0,374781.0,11068.0,36.4,9.0,9.0
E92000001,England,nation,2021-04-23,45_49,4015713.0,438434.0,14152.0,2475666.0,63586.0,438434.0,14152.0,61.6,10.9,10.9
E92000001,England,nation,2021-04-23,50_54,4235812.0,537622.0,19032.0,3492319.0,2907.0,537622.0,19032.0,82.4,12.7,12.7
E92000001,England,nation,2021-04-23,55_59,4082028.0,584701.0,23183.0,3493484.0,1822.0,584701.0,23183.0,85.6,14.3,14.3
E92000001,England,nation,2021-04-23,60_64,3451652.0,542747.0,30046.0,3041954.0,1022.0,542747.0,30046.0,88.1,15.7,15.7
E92000001,England,nation,2021-04-23,65_69,2886997.0,702713.0,64460.0,2630412.0,621.0,702713.0,64460.0,91.1,24.3,24.3
E92000001,England,nation,2021-04-23,70_74,2861653.0,1640966.0,139531.0,2685290.0,419.0,1640966.0,139531.0,93.8,57.3,57.3
E92000001,England,nation,2021-04-23,75_79,2062779.0,1690927.0,42192.0,1959576.0,240.0,1690927.0,42192.0,95.0,82.0,82.0
E92000001,England,nation,2021-04-23,80_84,1417462.0,1249579.0,7410.0,1348985.0,118.0,1249579.0,7410.0,95.2,88.2,88.2
E92000001,England,nation,2021-04-23,85_89,846853.0,737201.0,4931.0,806058.0,84.0,737201.0,4931.0,95.2,87.1,87.1
E92000001,England,nation,2021-04-23,90+,461842.0,383933.0,3666.0,431878.0,56.0,383933.0,3666.0,93.5,83.1,83.1
E92000001,England,nation,2021-04-22,12_15,2853951.0,86.0,5.0,587.0,15.0,86.0,5.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-22,16_17,1362878.0,7818.0,354.0,60620.0,283.0,7818.0,354.0,4.4,0.6,0.6
E92000001,England,nation,2021-04-22,18_24,5347222.0,234139.0,6883.0,811742.0,1997.0,234139.0,6883.0,15.2,4.4,4.4
E92000001,England,nation,2021-04-22,25_29,4508951.0,278179.0,6964.0,850191.0,2284.0,278179.0,6964.0,18.9,6.2,6.2
E92000001,England,nation,2021-04-22,30_34,4795390.0,317216.0,8069.0,1046190.0,3750.0,317216.0,8069.0,21.8,6.6,6.6
E92000001,England,nation,2021-04-22,35_39,4540923.0,330875.0,9089.0,1186374.0,5258.0,330875.0,9089.0,26.1,7.3,7.3
E92000001,England,nation,2021-04-22,40_44,4146831.0,363713.0,10334.0,1491459.0,18470.0,363713.0,10334.0,36.0,8.8,8.8
E92000001,England,nation,2021-04-22,45_49,4015713.0,424282.0,12715.0,2412080.0,64569.0,424282.0,12715.0,60.1,10.6,10.6
E92000001,England,nation,2021-04-22,50_54,4235812.0,518590.0,17071.0,3489412.0,2526.0,518590.0,17071.0,82.4,12.2,12.2
E92000001,England,nation,2021-04-22,55_59,4082028.0,561518.0,21492.0,3491662.0,1710.0,561518.0,21492.0,85.5,13.8,13.8
E92000001,England,nation,2021-04-22,60_64,3451652.0,512701.0,25118.0,3040932.0,907.0,512701.0,25118.0,88.1,14.9,14.9
E92000001,England,nation,2021-04-22,65_69,2886997.0,638253.0,60040.0,2629791.0,591.0,638253.0,60040.0,91.1,22.1,22.1
E92000001,England,nation,2021-04-22,70_74,2861653.0,1501435.0,112850.0,2684871.0,394.0,1501435.0,112850.0,93.8,52.5,52.5
E92000001,England,nation,2021-04-22,75_79,2062779.0,1648735.0,40074.0,1959336.0,240.0,1648735.0,40074.0,95.0,79.9,79.9
E92000001,England,nation,2021-04-22,80_84,1417462.0,1242169.0,7902.0,1348867.0,128.0,1242169.0,7902.0,95.2,87.6,87.6
E92000001,England,nation,2021-04-22,85_89,846853.0,732270.0,5397.0,805974.0,89.0,732270.0,5397.0,95.2,86.5,86.5
E92000001,England,nation,2021-04-22,90+,461842.0,380267.0,3953.0,431822.0,59.0,380267.0,3953.0,93.5,82.3,82.3
E92000001,England,nation,2021-04-21,12_15,2853951.0,81.0,0.0,572.0,7.0,81.0,0.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-21,16_17,1362878.0,7464.0,406.0,60337.0,215.0,7464.0,406.0,4.4,0.5,0.5
E92000001,England,nation,2021-04-21,18_24,5347222.0,227256.0,6492.0,809745.0,1389.0,227256.0,6492.0,15.1,4.2,4.2
E92000001,England,nation,2021-04-21,25_29,4508951.0,271215.0,6883.0,847907.0,1615.0,271215.0,6883.0,18.8,6.0,6.0
E92000001,England,nation,2021-04-21,30_34,4795390.0,309147.0,8104.0,1042440.0,3195.0,309147.0,8104.0,21.7,6.4,6.4
E92000001,England,nation,2021-04-21,35_39,4540923.0,321786.0,8839.0,1181116.0,4034.0,321786.0,8839.0,26.0,7.1,7.1
E92000001,England,nation,2021-04-21,40_44,4146831.0,353379.0,10013.0,1472989.0,13614.0,353379.0,10013.0,35.5,8.5,8.5
E92000001,England,nation,2021-04-21,45_49,4015713.0,411567.0,12137.0,2347511.0,62495.0,411567.0,12137.0,58.5,10.2,10.2
E92000001,England,nation,2021-04-21,50_54,4235812.0,501519.0,16478.0,3486886.0,2383.0,501519.0,16478.0,82.3,11.8,11.8
E92000001,England,nation,2021-04-21,55_59,4082028.0,540026.0,20068.0,3489952.0,1592.0,540026.0,20068.0,85.5,13.2,13.2
E92000001,England,nation,2021-04-21,60_64,3451652.0,487583.0,23476.0,3040025.0,924.0,487583.0,23476.0,88.1,14.1,14.1
E92000001,England,nation,2021-04-21,65_69,2886997.0,578213.0,49638.0,2629200.0,578.0,578213.0,49638.0,91.1,20.0,20.0
E92000001,England,nation,2021-04-21,70_74,2861653.0,1388585.0,109896.0,2684477.0,412.0,1388585.0,109896.0,93.8,48.5,48.5
E92000001,England,nation,2021-04-21,75_79,2062779.0,1608661.0,45434.0,1959096.0,214.0,1608661.0,45434.0,95.0,78.0,78.0
E92000001,England,nation,2021-04-21,80_84,1417462.0,1234267.0,9107.0,1348739.0,178.0,1234267.0,9107.0,95.2,87.1,87.1
E92000001,England,nation,2021-04-21,85_89,846853.0,726873.0,6061.0,805885.0,117.0,726873.0,6061.0,95.2,85.8,85.8
E92000001,England,nation,2021-04-21,90+,461842.0,376314.0,4562.0,431763.0,89.0,376314.0,4562.0,93.5,81.5,81.5
E92000001,England,nation,2021-04-20,12_15,2853951.0,81.0,4.0,565.0,3.0,81.0,4.0,0.0,0.0,0.0
E92000001,England,nation,2021-04-20,16_17,1362878.0,7058.0,189.0,60122.0,139.0,7058.0,189.0,4.4,0.5,0.5
E92000001,England,nation,2021-04-20,18_24,5347222.0,220764.0,5510.0,808356.0,1277.0,220764.0,5510.0,15.1,4.1,4.1
E92000001,England,nation,2021-04-20,25_29,4508951.0,264332.0,5819.0,846292.0,1415.0,264332.0,5819.0,18.8,5.9,5.9
E92000001,England,nation,2021-04-20,30_34,4795390.0,301043.0,6753.0,1039245.0,2491.0,301043.0,6753.0,21.7,6.3,6.3
E92000001,England,nation,2021-04-20,35_39,4540923.0,312947.0,7444.0,1177082.0,3107.0,312947.0,7444.0,25.9,6.9,6.9
E92000001,England,nation,2021-04-20,40_44,4146831.0,343366.0,8526.0,1459375.0,8685.0,343366.0,8526.0,35.2,8.3,8.3
E92000001,England,nation,2021-04-20,45_49,4015713.0,399430.0,10216.0,2285016.0,60664.0,399430.0,10216.0,56.9,9.9,9.9
E92000001,England,nation,2021-04-20,50_54,4235812.0,485041.0,13097.0,3484503.0,2015.0,485041.0,13097.0,82.3,11.5,11.5
E92000001,England,nation,2021-04-20,55_59,4082028.0,519958.0,15387.0,3488360.0,1323.0,519958.0,15387.0,85.5,12.7,12.7
E92000001,England,nation,2021-04-20,60_64,3451652.0,464107.0,18803.0,3039101.0,787.0,464107.0,18803.0,88.0,13.4,13.4
E92000001,England,nation,2021-04-20,65_69,2886997.0,528575.0,35664.0,2628622.0,490.0,528575.0,35664.0,91.1,18.3,18.3
