GSScode,name,winner_2019,rqf4_rate,activity_rate,employment_rate,activity_rate_quintile,employment_rate_quintile,rqf4_rate_quintile,has_co-operative,has_iceland,has_lidl,has_marks and spencer,has_morrisons,has_sainsburys,has_tesco,has_waitrose,Con_win
W07000109,Torfaen,Lab,34.3,78.8,76.4,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001552,Torridge & Tavistock,Con,45.0,79.4,79.4,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,True,True,True,False,True,True,True
E14001553,Tottenham,Lab,55.9,81.3,76.2,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,False,False,True,True,False,False
E14001554,Truro & Falmouth,Con,59.4,76.8,74.7,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,True,True
E14001555,Tunbridge Wells,Con,46.0,86.6,83.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001556,Twickenham,LD,78.3,80.8,74.4,Fourth Quintile (80.6%-84.2%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,True,False
E14001557,Tynemouth,Lab,52.2,77.9,76.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
N05000018,Tyrone West,SF,,,,,,,True,True,True,True,False,False,False,False,False
N05000010,Ulster Mid,SF,,,,,,,False,True,True,True,False,False,True,False,False
N05000017,Upper Bann,DUP,,,,,,,False,True,True,True,False,False,True,False,False
E14001558,Uxbridge & South Ruislip,Con,50.4,81.2,68.5,Fourth Quintile (80.6%-84.2%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,True,True
W07000110,Vale of Glamorgan,Con,43.8,75.5,74.9,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001559,Vauxhall & Camberwell Green,Lab,68.4,82.3,77.6,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001560,Wakefield & Rothwell,Con,32.0,79.2,72.6,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001561,Wallasey,Lab,44.8,79.7,79.7,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,False,True,False,True,False,False
E14001562,Walsall & Bloxwich,Con,26.5,71.9,67.2,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,True
E14001563,Walthamstow,Lab,65.7,76.9,75.2,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,False,True,True,True,False,False
E14001564,Warrington North,Lab,46.9,81.4,75.4,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,True,False,False
E14001565,Warrington South,Lab,49.8,84.4,82.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001566,Warwick & Leamington,Lab,62.2,81.2,76.6,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
E14001400,Warwickshire North & Bedworth,Con,30.7,75.0,75.0,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,False,True,True,True,True,True,True
E14001567,Washington & Gateshead South,Lab,29.3,77.4,71.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,False,False,False
E14001568,Watford,Con,62.8,82.3,82.3,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,True
E14001569,Waveney Valley,Con,37.1,78.0,74.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,False,False,True,True,False,True,False,True
E14001570,Weald of Kent,Con,53.4,79.0,76.7,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,False,False,False,True,True,True,True,True
E14001571,Wellingborough & Rushden,Con,23.7,80.8,80.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001572,Wells & Mendip Hills,Con,31.1,78.1,76.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,False,True,False,True,True,True,True,True
E14001573,Welwyn Hatfield,Con,58.9,80.3,79.4,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001574,West Bromwich,Con,33.1,74.6,67.6,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001576,West Ham & Beckton,Lab,53.6,76.6,74.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Fourth Quintile (48.3%-57.9%),True,True,True,False,True,True,True,False,False
E14001580,Westmorland & Lonsdale,Con,27.9,88.2,86.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001581,Weston-super-Mare,Con,42.7,82.3,75.7,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001582,Wetherby & Easingwold,Con,58.2,71.2,70.2,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,False,False,True,True,True,True,False,True
E14001583,Whitehaven & Workington,Con,31.3,82.4,81.6,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,False,True,True,False,True,False,True
E14001584,Widnes & Halewood,Lab,40.3,68.2,64.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,False,True,True,False,True,False,False
E14001585,Wigan,Lab,29.7,72.9,70.5,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,False
E14001217,Wiltshire East,Con,41.1,80.5,79.2,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,False,True,False,True,True,True,True,True
E14001498,Wiltshire South West,Con,40.0,87.9,85.8,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001586,Wimbledon,Con,69.2,78.6,70.9,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,True
E14001587,Winchester,Con,64.7,82.4,80.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,False,True,False,True,True,True,True
E14001588,Windsor,Con,50.9,82.1,80.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,True,True,True,True
E14001589,Wirral West,Lab,59.6,78.6,77.5,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,False,False,True,True,True,True,False,False
E14001590,Witham,Con,45.9,83.1,83.1,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001591,Witney,Con,30.9,86.9,86.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,False,True,True,True,True,True,True,True
E14001592,Woking,Con,66.8,87.8,83.4,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,False,False,True,True,True,True,True,True
E14001593,Wokingham,Con,65.3,80.6,79.4,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,True
E14001594,Wolverhampton North East,Con,40.3,74.9,66.9,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,False,True,False,False,True,True,False,True
E14001595,Wolverhampton South East,Lab,31.5,77.1,69.5,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),False,True,True,False,True,False,True,False,False
E14001596,Wolverhampton West,Con,47.6,79.5,75.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001597,Worcester,Con,51.5,81.7,78.4,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,True,True
E14001579,Worcestershire West,Con,66.7,92.3,85.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001598,Worsley & Eccles,Lab,36.0,76.7,75.9,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,False,True,False,True,True,True,False,False
E14001218,Worthing East & Shoreham,Con,46.4,82.3,82.3,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,True,True,True
E14001599,Worthing West,Con,57.1,86.2,76.8,Highest Quintile (84.2%+),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001543,"Wrekin, The",Con,47.4,81.6,79.2,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,False,True,True,True
W07000111,Wrexham,Con,48.3,81.0,79.5,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001600,Wycombe,Con,58.2,80.2,78.4,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001601,Wyre Forest,Con,32.7,81.5,81.5,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001602,Wythenshawe & Sale East,Lab,55.9,83.2,79.7,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001603,Yeovil,Con,36.6,77.7,74.6,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
W07000112,Ynys Môn,Con,39.8,81.6,77.3,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,False,True,False,True,True,True
E14001604,York Central,Lab,52.1,82.7,82.1,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
E14001605,York Outer,Con,56.2,79.7,75.6,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,False,True,True,True,True,False,True
