GSScode,name,winner_2019,rqf4_rate,activity_rate,employment_rate,activity_rate_quintile,employment_rate_quintile,rqf4_rate_quintile,has_co-operative,has_iceland,has_lidl,has_marks and spencer,has_morrisons,has_sainsburys,has_tesco,has_waitrose,Con_win
E14001414,Old Bexley & Sidcup,Con,47.5,83.6,78.6,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,False,True,False,True,True,True
E14001415,Oldham East & Saddleworth,Lab,34.5,82.3,80.4,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,False,False,True,False,True,False,False
E14001416,"Oldham West, Chadderton & Royton",Lab,25.1,73.6,71.1,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,False
S14000051,Orkney & Shetland,LD,36.9,86.2,86.2,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,False,True,False,False,False,True,False,False
E14001417,Orpington,Con,54.1,82.0,80.5,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001418,Ossett & Denby Dale,Con,40.0,75.0,74.0,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001419,Oxford East,Lab,71.6,80.5,79.2,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001420,Oxford West & Abingdon,LD,74.0,93.1,84.8,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
S14000101,Paisley & Renfrewshire North,SNP,58.4,72.2,71.8,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
S14000102,Paisley & Renfrewshire South,SNP,62.0,76.1,75.3,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,False,True,False,True,False,False
E14001421,Peckham,Lab,58.8,69.2,67.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
W07000100,Pembrokeshire Mid & South,Con,38.8,78.1,77.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001422,Pendle & Clitheroe,Con,33.8,61.6,58.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,True,True,True,True,True,False,True
E14001423,Penistone & Stocksbridge,Con,41.4,84.1,80.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,False,True,True,True,False,True
E14001424,Penrith & Solway,Con,38.9,87.4,85.8,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
S14000103,Perth & Kinross-shire,SNP,65.7,80.5,78.0,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,False,True,True,True,True,True,False,False
E14001425,Peterborough,Con,34.3,81.9,78.1,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001426,Plymouth Moor View,Con,24.2,76.3,74.8,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,False,True,True,True,False,True,False,True
E14001427,Plymouth Sutton & Devonport,Lab,40.7,73.3,70.0,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001428,"Pontefract, Castleford & Knottingley",Lab,29.1,86.2,84.4,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
W07000106,Pontypridd,Lab,37.9,72.5,67.2,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001429,Poole,Con,48.1,81.4,79.6,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001430,Poplar & Limehouse,Lab,59.0,76.9,70.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001431,Portsmouth North,Con,42.2,82.9,79.7,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001432,Portsmouth South,Lab,53.8,81.4,81.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
E14001433,Preston,Lab,37.9,79.9,79.2,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001434,Putney,Lab,72.5,84.2,80.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,False,True,True,False,True,True,True,False
E14001435,Queen's Park & Maida Vale,Lab,59.5,63.1,57.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,True,False,True,False,True,True,False,False
E14001436,Rawmarsh & Conisbrough,Lab,27.7,70.2,66.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,False,True,True,True,True,False,False
E14001437,Rayleigh & Wickford,Con,24.6,83.1,81.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,False,True,True,True,True,False,True
E14001438,Reading Central,Lab,63.4,89.7,86.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001439,Reading West & Mid Berkshire,Con,55.6,83.9,83.4,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,False,True,True,True,True,True,True,True
E14001440,Redcar,Con,36.5,72.3,69.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,False,True,True,True,True,False,True
E14001441,Redditch,Con,44.1,78.5,77.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,False,True,True,True,False,True
E14001442,Reigate,Con,65.3,93.2,92.8,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,False,True,True,True,True,True,True
S14000021,Renfrewshire East,SNP,70.1,79.6,77.5,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
W07000107,Rhondda & Ogmore,Lab,27.8,71.9,70.3,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,False,True,False,False,False,False
E14001443,Ribble Valley,Con,44.6,81.2,79.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,False,True,True
E14001444,Richmond & Northallerton,Con,37.2,75.6,71.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001445,Richmond Park,LD,79.5,81.2,79.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,False,False,True,True,True,True,True,False
E14001446,Rochdale,Lab,33.8,71.5,67.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001447,Rochester & Strood,Con,38.0,83.8,79.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,False,True,True,True,True,False,True
E14001448,Romford,Con,44.5,79.4,78.8,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,False,True,True,False,True
E14001449,Romsey & Southampton North,Con,45.8,83.6,82.2,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,False,False,True,True,True,True,True,True
E14001450,Rossendale & Darwen,Con,42.8,71.4,71.4,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001451,Rother Valley,Con,47.2,79.2,75.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,False,False,False,True,False,True,True,True
E14001452,Rotherham,Lab,25.9,63.4,58.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001453,Rugby,Con,52.7,85.2,83.5,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,False,True
E14001454,"Ruislip, Northwood & Pinner",Con,47.8,82.3,77.5,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001455,Runcorn & Helsby,Lab,37.5,73.6,68.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,False,True,True,True,False,False
E14001456,Runnymede & Weybridge,Con,64.1,82.1,82.1,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001457,Rushcliffe,Con,66.0,81.9,79.4,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
S14000104,Rutherglen,SNP,50.7,78.7,77.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,False,True,False,False
E14001458,Rutland & Stamford,Con,35.6,80.2,76.7,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,False,True,True,True,True,True,True,True
E14001459,Salford,Lab,62.8,82.5,78.2,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001460,Salisbury,Con,56.9,81.1,81.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,True,True
E14001461,Scarborough & Whitby,Con,36.2,73.6,73.6,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001462,Scunthorpe,Con,28.9,76.6,74.8,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001463,Sefton Central,Lab,43.5,81.0,81.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,False
E14001464,Selby,Con,44.9,85.6,84.1,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,True,False,True
E14001465,Sevenoaks,Con,48.1,75.5,75.5,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001466,Sheffield Brightside & Hillsborough,Lab,31.2,68.5,65.4,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,False
E14001467,Sheffield Central,Lab,71.1,80.6,80.6,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001468,Sheffield Hallam,Lab,59.2,77.3,75.6,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,False,True,False,True,True,True,False,False
E14001469,Sheffield Heeley,Lab,54.2,80.3,78.7,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,False,False,False
E14001470,Sheffield South East,Lab,24.8,62.5,58.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001471,Sherwood Forest,Con,33.8,79.8,77.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,False,False,True,True,True,False,True
E14001472,Shipley,Con,47.6,73.6,66.5,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001473,Shrewsbury,Con,36.5,85.9,81.6,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001398,Shropshire North,Con,47.6,74.4,71.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001493,Shropshire South,Con,40.4,83.5,80.5,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,False,False,True,False,True,True,False,True
E14001474,Sittingbourne & Sheppey,Con,22.8,85.6,84.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001475,Skipton & Ripon,Con,48.2,76.6,76.6,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,False,False,True,True,True,True,False,True
E14001476,Sleaford & North Hykeham,Con,49.0,84.7,83.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,False,True,True,True,False,True
E14001477,Slough,Lab,50.9,85.5,80.8,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001478,Smethwick,Lab,42.6,79.4,77.2,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,False,False,True,True,False,False
E14001479,Solihull West & Shirley,Con,57.6,80.7,77.5,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001399,Somerset North,Con,57.1,88.6,87.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,True,True
E14001394,Somerset North East & Hanham,Con,45.8,83.2,82.4,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
N05000015,South Down,SF,,,,,,,False,False,True,False,False,False,True,False,False
E14001487,South Holland & the Deepings,Con,28.0,82.2,82.2,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001491,South Ribble,Con,41.4,85.7,85.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,False,True,True,True,True,True
E14001492,South Shields,Lab,37.1,70.7,63.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,False,True,True,True,False,False
E14001499,Southampton Itchen,Con,42.7,79.5,76.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001500,Southampton Test,Lab,34.1,77.3,75.4,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,False
E14001501,Southend East & Rochford,Con,45.2,79.7,76.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001502,Southend West & Leigh,Con,39.6,79.3,75.8,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001503,Southgate & Wood Green,Lab,47.6,72.8,71.5,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),False,True,True,True,True,True,True,False,False
E14001504,Southport,Con,47.0,88.9,88.2,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001505,Spelthorne,Con,39.8,76.9,74.3,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,False,True,True,False,True
E14001506,Spen Valley,Con,33.8,71.7,69.9,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,True,True,True,True,True,False,True
E14001507,St Albans,LD,63.2,85.7,85.0,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,False,True,True,True,True,True,False
E14001508,St Austell & Newquay,Con,29.5,81.8,80.3,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001509,St Helens North,Lab,42.9,79.4,76.4,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,False,True,False,True,False,False
E14001510,St Helens South & Whiston,Lab,42.3,77.1,74.8,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001511,St Ives,Con,35.1,77.1,76.4,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,True
E14001512,St Neots & Mid Cambridgeshire,Con,44.1,89.4,82.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,False,True,True,True
E14001513,Stafford,Con,32.6,85.4,84.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001514,Staffordshire Moorlands,Con,32.5,76.3,73.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,False,True,True,False,False,True
E14001515,Stalybridge & Hyde,Lab,41.9,77.1,76.5,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,False,False,False,True,False,True,False,False
E14001516,Stevenage,Con,26.3,74.9,73.2,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,False,True,True,True,True,False,True
S14000105,Stirling & Strathallan,SNP,65.7,83.9,80.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001517,Stockport,Lab,48.8,75.4,67.8,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,True,True,False,False
E14001518,Stockton North,Lab,29.6,71.3,67.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,False
E14001519,Stockton West,Con,42.8,84.3,82.1,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,False,False,False,True,True,True,False,True
E14001520,Stoke-on-Trent Central,Con,43.0,75.1,72.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,False,True,True,True,False,True
E14001521,Stoke-on-Trent North,Con,28.9,85.2,80.4,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,True
E14001522,Stoke-on-Trent South,Con,36.2,83.4,83.1,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,False,True,False,True,False,True
E14001523,"Stone, Great Wyrley & Penkridge",Con,52.3,74.2,73.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,False,True,False,True
E14001524,Stourbridge,Con,39.5,81.4,76.9,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
N05000016,Strangford,DUP,,,,,,,False,True,True,False,False,False,True,False,False
E14001525,Stratford & Bow,Lab,53.1,70.7,65.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
E14001526,Stratford-on-Avon,Con,59.1,88.9,85.4,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,True
E14001527,Streatham & Croydon North,Lab,61.9,74.3,68.2,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,False,False
E14001528,Stretford & Urmston,Lab,49.8,81.2,77.9,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001529,Stroud,Con,59.9,88.9,87.5,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001156,Suffolk Central & North Ipswich,Con,44.6,83.1,81.6,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,False,False,True,False,True,False,True
E14001530,Suffolk Coastal,Con,29.5,77.9,77.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001494,Suffolk South,Con,30.6,75.2,69.7,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,False,False,True,True,True,True,True
E14001578,Suffolk West,Con,40.8,84.8,79.9,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001531,Sunderland Central,Lab,32.5,74.3,74.3,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),False,True,True,True,True,True,True,False,False
E14001215,Surrey East,Con,45.5,81.9,81.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,False,True,True,True,True,True,True
E14001532,Surrey Heath,Con,41.6,87.3,85.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,False,False,True,True,True,True,True,True
E14001366,Sussex Mid,Con,45.3,84.9,83.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,False,True,True,True,True,True,True
E14001533,Sussex Weald,Con,34.8,81.1,80.2,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001534,Sutton & Cheam,Con,64.2,82.6,76.5,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),False,True,True,True,True,True,True,True,True
E14001535,Sutton Coldfield,Con,58.0,83.1,81.2,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,True
W07000108,Swansea West,Lab,46.3,71.9,67.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,True,False,True,True,False,False
E14001536,Swindon North,Con,35.9,77.5,75.7,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001537,Swindon South,Con,37.2,87.0,85.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001538,Tamworth,Con,28.2,79.5,79.5,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001539,Tatton,Con,51.9,79.8,77.2,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,False,True,True,True,True,True,True,True
E14001540,Taunton & Wellington,Con,45.2,82.0,81.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001541,Telford,Con,30.9,76.9,74.2,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001542,Tewkesbury,Con,43.3,82.0,77.4,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,True,False,True
E14001216,Thanet East,Con,37.7,72.8,64.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001544,Thirsk & Malton,Con,40.8,90.6,88.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,False,True,True,True,True,True,False,True
E14001545,Thornbury & Yate,Con,51.0,83.2,83.2,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001546,Thurrock,Con,36.6,80.2,77.2,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001547,Tipton & Wednesbury,Con,17.0,65.2,59.5,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,False,False,True
E14001548,Tiverton & Minehead,Con,38.3,81.3,80.3,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,False,True,False,True
E14001549,Tonbridge,Con,40.2,83.3,83.3,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001550,Tooting,Lab,81.4,88.9,86.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,False,True,True,False,False
E14001551,Torbay,Con,35.6,77.0,75.8,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
