Date,Manufacturing Employees,Industrial Output,Manufacturing Output,Employees
1972-01-01,17283.0,65.18528276234431,61.89957986087195,102.63673614822733
1972-02-01,17361.0,65.84018812876282,62.36552104139403,103.09994655264565
1972-03-01,17447.0,66.30660694944527,62.790825814450024,103.61066571649147
1972-04-01,17508.0,66.96378911624366,63.50058543976857,103.97292000712632
1972-05-01,17602.0,66.96915585999629,63.615607135477646,104.53114793039965
1972-06-01,17641.0,67.14349371765724,63.8008816034162,104.76275313260884
1972-07-01,17556.0,67.08023119281572,63.791583442385836,104.25797256369142
1972-08-01,17741.0,68.00688894743519,64.6444314346718,105.35661262545281
1972-09-01,17774.0,68.52762572003812,65.10262414766856,105.55258625809134
1972-10-01,17893.0,69.4108616388409,66.07565948068049,106.25927905457569
1972-11-01,18005.0,70.22920874681654,66.92988497830427,106.92440168656097
1972-12-01,18158.0,71.01828270705059,67.89121151594462,107.83300671061227
