Month,Real
1993-09-01,370.625
1993-10-01,370.15625
1993-11-01,376.48902821316614
1993-12-01,381.71875
1994-01-01,378.4375
1994-02-01,385.8255451713395
1994-03-01,388.6645962732919
1994-04-01,375.19260400616326
1994-05-01,377.1121351766513
1994-06-01,380.0307219662059
1994-07-01,386.5533230293663
1994-08-01,379.41628264208913
1994-09-01,376.84049079754595
1994-10-01,378.34101382488484
1994-11-01,381.2883435582822
1994-12-01,389.618320610687
1995-01-01,384.12213740458014
1995-02-01,389.9543378995433
1995-03-01,396.2121212121212
1995-04-01,382.2289156626506
1995-05-01,380.20989505247377
1995-06-01,382.185628742515
1995-07-01,385.7357357357357
1995-08-01,378.3258594917788
1995-09-01,376.04166666666663
1995-10-01,377.4962742175858
1995-11-01,381.96721311475414
1995-12-01,388.5925925925926
1996-01-01,383.97626112759644
1996-02-01,391.72821270310186
1996-03-01,397.9381443298969
1996-04-01,384.7730600292826
1996-05-01,381.19533527696797
1996-06-01,384.2794759825327
1996-07-01,390.9224011713031
1996-08-01,381.65938864628816
1996-09-01,382.02898550724643
1996-10-01,380.17366136034735
1996-11-01,383.81502890173414
1996-12-01,394.95677233429393
1997-01-01,390.60693641618496
1997-02-01,396.3924963924964
1997-03-01,409.07780979827083
1997-04-01,392.25251076040166
1997-05-01,390.2857142857143
1997-06-01,392.01141226818834
1997-07-01,397.5714285714286
1997-08-01,390.7539118065434
1997-09-01,390.354609929078
1997-10-01,388.81019830028333
1997-11-01,393.4844192634561
1997-12-01,406.6478076379067
1998-01-01,404.1193181818182
1998-02-01,411.4730878186969
1998-03-01,423.8700564971752
1998-04-01,407.0224719101123
1998-05-01,405.1748251748252
1998-06-01,405.18207282913164
1998-07-01,412.5
1998-08-01,403.50140056022406
1998-09-01,402.78940027894004
1998-10-01,400.418410041841
1998-11-01,403.76044568245123
1998-12-01,416.11111111111114
1999-01-01,413.0919220055711
1999-02-01,423.643949930459
1999-03-01,434.5781466113416
1999-04-01,413.36088154269976
1999-05-01,413.4615384615385
1999-06-01,418.15680880330126
1999-07-01,421.5469613259668
1999-08-01,414.60055096418733
1999-09-01,413.04945054945057
1999-10-01,414.28571428571433
1999-11-01,417.6954732510287
1999-12-01,434.33652530779756
2000-01-01,425.75757575757575
2000-02-01,434.75274725274727
2000-03-01,449.58904109589037
2000-04-01,420.4638472032742
2000-05-01,418.7755102040817
2000-06-01,420.10869565217394
2000-07-01,423.4652114597544
2000-08-01,421.418826739427
2000-09-01,419.24119241192415
2000-10-01,418.69918699186996
2000-11-01,421.48648648648646
2000-12-01,442.4324324324324
2001-01-01,443.80952380952385
2001-02-01,465.26458616010854
2001-03-01,465.49391069012177
2001-04-01,438.3064516129032
2001-05-01,430.9746328437917
2001-06-01,436.26666666666665
2001-07-01,437.5838926174497
2001-08-01,433.6898395721925
2001-09-01,431.0666666666667
2001-10-01,432.3097463284379
2001-11-01,434.5794392523364
2001-12-01,450.0
2002-01-01,451.7379679144385
2002-02-01,469.7333333333334
2002-03-01,468.8829787234043
2002-04-01,446.42857142857144
2002-05-01,441.1609498680739
2002-06-01,447.4934036939314
2002-07-01,447.7513227513228
2002-08-01,440.36939313984175
2002-09-01,438.9473684210526
2002-10-01,439.8160315374508
2002-11-01,441.5243101182655
2002-12-01,452.55570117955443
2003-01-01,455.7312252964426
2003-02-01,473.32457293035486
2003-03-01,483.11518324607323
2003-04-01,450.52083333333337
2003-05-01,447.7864583333333
2003-06-01,453.5853976531942
2003-07-01,454.9608355091384
2003-08-01,449.609375
2003-09-01,448.9610389610389
2003-10-01,450.3242542153048
2003-11-01,450.71335927367056
2003-12-01,463.6481241914618
2004-01-01,484.54545454545456
2004-02-01,484.0673575129533
2004-03-01,495.601552393273
2004-04-01,463.65979381443304
2004-05-01,461.23234916559693
2004-06-01,465.98202824133506
2004-07-01,464.86486486486484
2004-08-01,462.0025673940949
2004-09-01,461.87419768934535
2004-10-01,462.8681177976953
2004-11-01,461.5581098339719
2004-12-01,475.3180661577609
2005-01-01,498.21200510855687
2005-02-01,505.4777070063694
2005-03-01,506.8527918781726
2005-04-01,474.2098609355248
2005-05-01,471.7884130982368
2005-06-01,476.5743073047858
2005-07-01,475.59748427672963
2005-08-01,472.89836888331234
2005-09-01,470.58823529411757
2005-10-01,469.625
2005-11-01,471.74999999999994
2005-12-01,485.8032378580324
2006-01-01,504.75000000000006
2006-02-01,527.930174563591
2006-03-01,527.6119402985074
2006-04-01,482.3238566131026
2006-05-01,481.79581795817955
2006-06-01,489.6932515337424
2006-07-01,485.398773006135
2006-08-01,477.50611246943765
2006-09-01,476.068376068376
2006-10-01,477.31707317073165
2006-11-01,478.46715328467155
2006-12-01,499.5157384987894
2007-01-01,522.7771010962241
2007-02-01,553.2766990291261
2007-03-01,535.9903381642513
2007-04-01,489.1696750902527
2007-05-01,491.95678271308526
2007-06-01,498.0838323353293
2007-07-01,497.7135980746089
2007-08-01,491.9664268585132
2007-09-01,492.57485029940125
2007-10-01,486.87350835322195
2007-11-01,491.67657550535085
2007-12-01,504.8520710059172
2008-01-01,528.7752675386445
2008-02-01,563.3569739952719
2008-03-01,547.8209658421672
2008-04-01,497.54672897196264
2008-05-01,495.93495934959356
2008-06-01,496.42032332563514
2008-07-01,492.8406466512703
2008-08-01,485.87830080367394
2008-09-01,483.0857142857143
2008-10-01,484.1924398625429
2008-11-01,484.5360824742269
2008-12-01,501.83696900114813
2009-01-01,504.6189376443419
2009-02-01,515.4816513761467
2009-03-01,526.6895761741123
2009-04-01,494.97142857142865
2009-05-01,489.9886234357224
2009-06-01,493.41657207718504
2009-07-01,486.47727272727275
2009-08-01,480.9739524348811
2009-09-01,483.12570781426956
2009-10-01,481.447963800905
2009-11-01,481.2641083521445
2009-12-01,494.93813273340834
2010-01-01,495.27027027027026
2010-02-01,531.123595505618
2010-03-01,548.0984340044743
2010-04-01,483.4260289210233
2010-05-01,483.2408435072142
2010-06-01,492.01773835920176
2010-07-01,484.22222222222223
2010-08-01,479.53539823008845
2010-09-01,482.7433628318584
2010-10-01,479.47019867549665
2010-11-01,478.8778877887789
2010-12-01,485.71428571428567
2011-01-01,499.45533769063184
2011-02-01,517.2264355362947
2011-03-01,541.4686825053996
2011-04-01,477.1704180064309
2011-05-01,476.2566844919786
2011-06-01,490.4812834224599
2011-07-01,480.2139037433155
2011-08-01,470.926517571885
2011-09-01,469.6296296296296
2011-10-01,468.99470899470896
2011-11-01,469.06019007391757
2011-12-01,477.7894736842105
2012-01-01,483.6325237592397
2012-02-01,503.0462184873949
2012-03-01,529.5597484276728
2012-04-01,475.07820646506775
2012-05-01,472.57559958289886
2012-06-01,485.9832635983264
2012-07-01,476.28004179728316
2012-08-01,470.65556711758586
2012-09-01,468.2572614107883
2012-10-01,463.4297520661157
2012-11-01,463.5051546391753
2012-12-01,472.2507708119219
2013-01-01,477.0103092783505
2013-02-01,494.15384615384613
2013-03-01,512.9856850715746
2013-04-01,484.795918367347
2013-05-01,470.57026476578415
2013-06-01,478.6734693877551
2013-07-01,468.87755102040813
2013-08-01,462.5
2013-09-01,460.9929078014185
2013-10-01,458.7044534412955
2013-11-01,457.59109311740895
2013-12-01,470.866935483871
2014-01-01,475.58257345491387
2014-02-01,497.2754793138245
2014-03-01,514.1993957703928
2014-04-01,470.4819277108435
2014-05-01,466.4658634538153
2014-06-01,471.84368737474955
2014-07-01,463.5542168674699
2014-08-01,458.8588588588588
2014-09-01,461.4
2014-10-01,461.23876123876124
2014-11-01,460.2602602602603
2014-12-01,479.4794794794795
2015-01-01,479.2338709677419
2015-02-01,497.3869346733668
2015-03-01,534.437751004016
2015-04-01,481.981981981982
2015-05-01,476.62337662337666
2015-06-01,480.0199800199801
2015-07-01,478.3
2015-08-01,471.48554336989037
2015-09-01,469.6606786427146
2015-10-01,468.9930209371885
2015-11-01,468.0957128614158
2015-12-01,485.75697211155375
2016-01-01,488.988988988989
2016-02-01,500.0
2016-03-01,542.1314741035856
2016-04-01,493.0417495029821
2016-05-01,484.6230158730159
2016-06-01,487.1287128712871
2016-07-01,486.22398414271555
2016-08-01,477.17391304347825
2016-09-01,475.3694581280788
2016-10-01,476.18110236220474
2016-11-01,475.24557956777994
2016-12-01,486.00782778864965
2017-01-01,487.72102161100196
2017-02-01,500.48828125
2017-03-01,543.427458617332
2017-04-01,486.7248062015504
2017-05-01,481.8357487922706
2017-06-01,488.8888888888889
2017-07-01,481.8357487922706
2017-08-01,475.5769230769231
2017-09-01,476.3183125599233
2017-10-01,474.9999999999999
2017-11-01,473.44794651384905
2017-12-01,488.1904761904762
2018-01-01,488.32535885167465
2018-02-01,499.80934223069585
2018-03-01,544.7193149381542
2018-04-01,488.62559241706157
2018-05-01,482.53068932955614
2018-06-01,488.0075542965061
2018-07-01,486.3078375826251
2018-08-01,480.4694835680751
2018-09-01,479.1744840525329
2018-10-01,484.72352389878165
2018-11-01,479.3264733395697
2018-12-01,494.49112978524744
2019-01-01,498.8721804511277
2019-02-01,506.74157303370794
2019-03-01,549.3457943925233
2019-04-01,496.5613382899628
2019-05-01,492.67840593141796
2019-06-01,497.3123262279889
2019-07-01,495.3703703703703
2019-08-01,486.7036011080333
2019-09-01,489.94464944649445
2019-10-01,489.196675900277
2019-11-01,488.0184331797235
2019-12-01,501.1981566820277
2020-01-01,506.8328716528162
2020-02-01,510.12891344383064
2020-03-01,546.3167587476979
2020-04-01,486.92449355432774
2020-05-01,483.70165745856355
2020-06-01,485.38602941176475
2020-07-01,488.8278388278388
2020-08-01,494.3933823529411
2020-09-01,499.0842490842491
2020-10-01,504.3040293040293
2020-11-01,510.4491292392301
2020-12-01,525.1371115173674
2021-01-01,524.2451967063129
2021-02-01,527.7879341864716
2021-03-01,564.5396536007291
2021-04-01,521.5579710144926
2021-05-01,516.3063063063064
2021-06-01,515.7989228007181
2021-07-01,513.5547576301616
2021-08-01,507.40410347903656
2021-09-01,506.67259786476865
2021-10-01,506.17283950617275
2021-11-01,504.6450482033304
2021-12-01,531.2990409764603
2022-01-01,526.2652705061082
2022-02-01,525.6499133448873
2022-03-01,587.381974248927
2022-04-01,507.64705882352945
2022-05-01,498.74686716791985
2022-06-01,507.8008298755186
2022-07-01,499.3399339933994
2022-08-01,495.5665024630542
2022-09-01,498.36467702371226
2022-10-01,491.5526950925181
2022-11-01,498.71794871794873
2022-12-01,513.8068635275339
