Date,Manufacturing Employees,Industrial Output,Employees
1939-01-01,9077.0,13.55859453945279,47.07499222072399
1939-02-01,9175.0,13.66214668604259,47.583238253293224
1939-03-01,9275.0,13.713922759337494,48.10185665387408
1939-04-01,9309.0,13.66214668604259,48.27818691007157
1939-05-01,9299.0,13.610370612747689,48.22632507001348
1939-06-01,9315.0,13.920834576408202,48.30930401410642
1939-07-01,9231.0,14.334850686658518,47.873664557618504
1939-08-01,9400.0,14.541954979838124,48.750129654600144
1939-09-01,9604.0,15.421570797524755,49.80811119178509
1939-10-01,9873.0,16.197826944730483,51.203194689347576
1939-11-01,9896.0,16.6118430549808,51.322476921481176
1939-12-01,9949.0,16.6118430549808,51.597344673789024
1940-01-01,9927.0,16.40493123791009,51.48324862566124
1940-02-01,9916.0,15.887362981069975,51.42620060159735
1940-03-01,9884.0,15.525122944114559,51.26024271341147
1940-04-01,9817.0,15.83558690777507,50.912768385022304
1940-05-01,9810.0,16.30137909132029,50.87646509698164
1940-06-01,9832.0,16.81894734816041,50.990561145109425
1940-07-01,9766.0,17.025859165231118,50.648273000726064
1940-08-01,10048.0,17.12941131182092,52.11077689036407
1940-09-01,10258.0,17.491651348776333,53.199875531583864
1940-10-01,10471.0,17.750339239141937,54.30453272482107
